step,return,config
7220,19.0,PPO-MLP / CartPole-Masked (POMDP)
7240,71.0,PPO-MLP / CartPole-Masked (POMDP)
7252,19.0,PPO-MLP / CartPole-Masked (POMDP)
7292,17.0,PPO-MLP / CartPole-Masked (POMDP)
7312,17.0,PPO-MLP / CartPole-Masked (POMDP)
7336,20.0,PPO-MLP / CartPole-Masked (POMDP)
7340,31.0,PPO-MLP / CartPole-Masked (POMDP)
7364,17.0,PPO-MLP / CartPole-Masked (POMDP)
7396,20.0,PPO-MLP / CartPole-Masked (POMDP)
7428,21.0,PPO-MLP / CartPole-Masked (POMDP)
7428,15.0,PPO-MLP / CartPole-Masked (POMDP)
7472,33.0,PPO-MLP / CartPole-Masked (POMDP)
7484,21.0,PPO-MLP / CartPole-Masked (POMDP)
7488,14.0,PPO-MLP / CartPole-Masked (POMDP)
7492,15.0,PPO-MLP / CartPole-Masked (POMDP)
7528,13.0,PPO-MLP / CartPole-Masked (POMDP)
7536,12.0,PPO-MLP / CartPole-Masked (POMDP)
7564,18.0,PPO-MLP / CartPole-Masked (POMDP)
7604,9.0,PPO-MLP / CartPole-Masked (POMDP)
7672,16.0,PPO-MLP / CartPole-Masked (POMDP)
7676,34.0,PPO-MLP / CartPole-Masked (POMDP)
7696,41.0,PPO-MLP / CartPole-Masked (POMDP)
7752,18.0,PPO-MLP / CartPole-Masked (POMDP)
7812,34.0,PPO-MLP / CartPole-Masked (POMDP)
7872,94.0,PPO-MLP / CartPole-Masked (POMDP)
7892,19.0,PPO-MLP / CartPole-Masked (POMDP)
7952,49.0,PPO-MLP / CartPole-Masked (POMDP)
7956,64.0,PPO-MLP / CartPole-Masked (POMDP)
7980,21.0,PPO-MLP / CartPole-Masked (POMDP)
8040,21.0,PPO-MLP / CartPole-Masked (POMDP)
8072,28.0,PPO-MLP / CartPole-Masked (POMDP)
8088,53.0,PPO-MLP / CartPole-Masked (POMDP)
8100,29.0,PPO-MLP / CartPole-Masked (POMDP)
8108,16.0,PPO-MLP / CartPole-Masked (POMDP)
8128,9.0,PPO-MLP / CartPole-Masked (POMDP)
8156,20.0,PPO-MLP / CartPole-Masked (POMDP)
8172,15.0,PPO-MLP / CartPole-Masked (POMDP)
8220,22.0,PPO-MLP / CartPole-Masked (POMDP)
8228,13.0,PPO-MLP / CartPole-Masked (POMDP)
8248,22.0,PPO-MLP / CartPole-Masked (POMDP)
8272,12.0,PPO-MLP / CartPole-Masked (POMDP)
8276,43.0,PPO-MLP / CartPole-Masked (POMDP)
8312,20.0,PPO-MLP / CartPole-Masked (POMDP)
8380,26.0,PPO-MLP / CartPole-Masked (POMDP)
8384,26.0,PPO-MLP / CartPole-Masked (POMDP)
8404,38.0,PPO-MLP / CartPole-Masked (POMDP)
8440,31.0,PPO-MLP / CartPole-Masked (POMDP)
8476,23.0,PPO-MLP / CartPole-Masked (POMDP)
8500,23.0,PPO-MLP / CartPole-Masked (POMDP)
8512,31.0,PPO-MLP / CartPole-Masked (POMDP)
8544,10.0,PPO-MLP / CartPole-Masked (POMDP)
8556,19.0,PPO-MLP / CartPole-Masked (POMDP)
8572,14.0,PPO-MLP / CartPole-Masked (POMDP)
8612,42.0,PPO-MLP / CartPole-Masked (POMDP)
8664,22.0,PPO-MLP / CartPole-Masked (POMDP)
8700,35.0,PPO-MLP / CartPole-Masked (POMDP)
8720,13.0,PPO-MLP / CartPole-Masked (POMDP)
8728,45.0,PPO-MLP / CartPole-Masked (POMDP)
8740,31.0,PPO-MLP / CartPole-Masked (POMDP)
8748,11.0,PPO-MLP / CartPole-Masked (POMDP)
8804,20.0,PPO-MLP / CartPole-Masked (POMDP)
8804,13.0,PPO-MLP / CartPole-Masked (POMDP)
8820,22.0,PPO-MLP / CartPole-Masked (POMDP)
8832,22.0,PPO-MLP / CartPole-Masked (POMDP)
8856,12.0,PPO-MLP / CartPole-Masked (POMDP)
8864,14.0,PPO-MLP / CartPole-Masked (POMDP)
8892,17.0,PPO-MLP / CartPole-Masked (POMDP)
8900,10.0,PPO-MLP / CartPole-Masked (POMDP)
8932,24.0,PPO-MLP / CartPole-Masked (POMDP)
8932,16.0,PPO-MLP / CartPole-Masked (POMDP)
8996,23.0,PPO-MLP / CartPole-Masked (POMDP)
9004,17.0,PPO-MLP / CartPole-Masked (POMDP)
9028,23.0,PPO-MLP / CartPole-Masked (POMDP)
9064,14.0,PPO-MLP / CartPole-Masked (POMDP)
9064,42.0,PPO-MLP / CartPole-Masked (POMDP)
9064,16.0,PPO-MLP / CartPole-Masked (POMDP)
9100,17.0,PPO-MLP / CartPole-Masked (POMDP)
9212,36.0,PPO-MLP / CartPole-Masked (POMDP)
9212,36.0,PPO-MLP / CartPole-Masked (POMDP)
9220,38.0,PPO-MLP / CartPole-Masked (POMDP)
9232,32.0,PPO-MLP / CartPole-Masked (POMDP)
9260,11.0,PPO-MLP / CartPole-Masked (POMDP)
9324,27.0,PPO-MLP / CartPole-Masked (POMDP)
9340,29.0,PPO-MLP / CartPole-Masked (POMDP)
9408,20.0,PPO-MLP / CartPole-Masked (POMDP)
9412,44.0,PPO-MLP / CartPole-Masked (POMDP)
9432,42.0,PPO-MLP / CartPole-Masked (POMDP)
9444,25.0,PPO-MLP / CartPole-Masked (POMDP)
9464,12.0,PPO-MLP / CartPole-Masked (POMDP)
9472,15.0,PPO-MLP / CartPole-Masked (POMDP)
9488,10.0,PPO-MLP / CartPole-Masked (POMDP)
9532,16.0,PPO-MLP / CartPole-Masked (POMDP)
9584,12.0,PPO-MLP / CartPole-Masked (POMDP)
9592,39.0,PPO-MLP / CartPole-Masked (POMDP)
9660,18.0,PPO-MLP / CartPole-Masked (POMDP)
9660,46.0,PPO-MLP / CartPole-Masked (POMDP)
9672,19.0,PPO-MLP / CartPole-Masked (POMDP)
9676,46.0,PPO-MLP / CartPole-Masked (POMDP)
9736,15.0,PPO-MLP / CartPole-Masked (POMDP)
9752,22.0,PPO-MLP / CartPole-Masked (POMDP)
9784,30.0,PPO-MLP / CartPole-Masked (POMDP)
9792,28.0,PPO-MLP / CartPole-Masked (POMDP)
9812,14.0,PPO-MLP / CartPole-Masked (POMDP)
9860,30.0,PPO-MLP / CartPole-Masked (POMDP)
9920,14.0,PPO-MLP / CartPole-Masked (POMDP)
9936,35.0,PPO-MLP / CartPole-Masked (POMDP)
9936,30.0,PPO-MLP / CartPole-Masked (POMDP)
10004,16.0,PPO-MLP / CartPole-Masked (POMDP)
10012,56.0,PPO-MLP / CartPole-Masked (POMDP)
10020,24.0,PPO-MLP / CartPole-Masked (POMDP)
10064,31.0,PPO-MLP / CartPole-Masked (POMDP)
10084,17.0,PPO-MLP / CartPole-Masked (POMDP)
10116,12.0,PPO-MLP / CartPole-Masked (POMDP)
10176,14.0,PPO-MLP / CartPole-Masked (POMDP)
10192,46.0,PPO-MLP / CartPole-Masked (POMDP)
10212,31.0,PPO-MLP / CartPole-Masked (POMDP)
10300,26.0,PPO-MLP / CartPole-Masked (POMDP)
10304,70.0,PPO-MLP / CartPole-Masked (POMDP)
10316,34.0,PPO-MLP / CartPole-Masked (POMDP)
10380,18.0,PPO-MLP / CartPole-Masked (POMDP)
10424,26.0,PPO-MLP / CartPole-Masked (POMDP)
10464,62.0,PPO-MLP / CartPole-Masked (POMDP)
10472,11.0,PPO-MLP / CartPole-Masked (POMDP)
10504,50.0,PPO-MLP / CartPole-Masked (POMDP)
10508,10.0,PPO-MLP / CartPole-Masked (POMDP)
10524,12.0,PPO-MLP / CartPole-Masked (POMDP)
10576,16.0,PPO-MLP / CartPole-Masked (POMDP)
10576,48.0,PPO-MLP / CartPole-Masked (POMDP)
10632,13.0,PPO-MLP / CartPole-Masked (POMDP)
10708,50.0,PPO-MLP / CartPole-Masked (POMDP)
10716,34.0,PPO-MLP / CartPole-Masked (POMDP)
10744,54.0,PPO-MLP / CartPole-Masked (POMDP)
10764,13.0,PPO-MLP / CartPole-Masked (POMDP)
10828,15.0,PPO-MLP / CartPole-Masked (POMDP)
10840,51.0,PPO-MLP / CartPole-Masked (POMDP)
10900,14.0,PPO-MLP / CartPole-Masked (POMDP)
10904,18.0,PPO-MLP / CartPole-Masked (POMDP)
10924,44.0,PPO-MLP / CartPole-Masked (POMDP)
10996,69.0,PPO-MLP / CartPole-Masked (POMDP)
10996,17.0,PPO-MLP / CartPole-Masked (POMDP)
11032,32.0,PPO-MLP / CartPole-Masked (POMDP)
11044,34.0,PPO-MLP / CartPole-Masked (POMDP)
11076,19.0,PPO-MLP / CartPole-Masked (POMDP)
11100,16.0,PPO-MLP / CartPole-Masked (POMDP)
11100,13.0,PPO-MLP / CartPole-Masked (POMDP)
11196,23.0,PPO-MLP / CartPole-Masked (POMDP)
11240,60.0,PPO-MLP / CartPole-Masked (POMDP)
11276,49.0,PPO-MLP / CartPole-Masked (POMDP)
11280,9.0,PPO-MLP / CartPole-Masked (POMDP)
11320,10.0,PPO-MLP / CartPole-Masked (POMDP)
11320,30.0,PPO-MLP / CartPole-Masked (POMDP)
11336,58.0,PPO-MLP / CartPole-Masked (POMDP)
11420,20.0,PPO-MLP / CartPole-Masked (POMDP)
11440,29.0,PPO-MLP / CartPole-Masked (POMDP)
11460,44.0,PPO-MLP / CartPole-Masked (POMDP)
11528,16.0,PPO-MLP / CartPole-Masked (POMDP)
11564,60.0,PPO-MLP / CartPole-Masked (POMDP)
11580,39.0,PPO-MLP / CartPole-Masked (POMDP)
11600,39.0,PPO-MLP / CartPole-Masked (POMDP)
11632,16.0,PPO-MLP / CartPole-Masked (POMDP)
11664,33.0,PPO-MLP / CartPole-Masked (POMDP)
11788,38.0,PPO-MLP / CartPole-Masked (POMDP)
11836,58.0,PPO-MLP / CartPole-Masked (POMDP)
11840,43.0,PPO-MLP / CartPole-Masked (POMDP)
11844,13.0,PPO-MLP / CartPole-Masked (POMDP)
11892,12.0,PPO-MLP / CartPole-Masked (POMDP)
11892,77.0,PPO-MLP / CartPole-Masked (POMDP)
11960,30.0,PPO-MLP / CartPole-Masked (POMDP)
11960,16.0,PPO-MLP / CartPole-Masked (POMDP)
11988,35.0,PPO-MLP / CartPole-Masked (POMDP)
12032,17.0,PPO-MLP / CartPole-Masked (POMDP)
12084,23.0,PPO-MLP / CartPole-Masked (POMDP)
