step,return,config
12592,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
12920,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
13168,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
13424,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
13656,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
13680,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
13720,0.8677551020408163,PPO-MLP+FrameStack / MiniGrid-MemoryS7
13768,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
13808,0.9448979591836735,PPO-MLP+FrameStack / MiniGrid-MemoryS7
13848,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
13864,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
13928,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
14096,0.24693877551020404,PPO-MLP+FrameStack / MiniGrid-MemoryS7
14128,0.9118367346938776,PPO-MLP+FrameStack / MiniGrid-MemoryS7
14192,0.8457142857142856,PPO-MLP+FrameStack / MiniGrid-MemoryS7
14248,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
14280,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
14360,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
14384,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
14808,0.746530612244898,PPO-MLP+FrameStack / MiniGrid-MemoryS7
14880,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
14880,0.9706122448979592,PPO-MLP+FrameStack / MiniGrid-MemoryS7
14912,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
15024,0.9375510204081633,PPO-MLP+FrameStack / MiniGrid-MemoryS7
15192,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
15304,0.9522448979591837,PPO-MLP+FrameStack / MiniGrid-MemoryS7
15376,0.7906122448979592,PPO-MLP+FrameStack / MiniGrid-MemoryS7
15376,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
15496,0.9485714285714286,PPO-MLP+FrameStack / MiniGrid-MemoryS7
15504,0.18448979591836734,PPO-MLP+FrameStack / MiniGrid-MemoryS7
15512,0.9081632653061225,PPO-MLP+FrameStack / MiniGrid-MemoryS7
15528,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
15544,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
15656,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
15728,0.6142857142857143,PPO-MLP+FrameStack / MiniGrid-MemoryS7
15776,0.3644897959183673,PPO-MLP+FrameStack / MiniGrid-MemoryS7
15776,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
15824,0.9816326530612245,PPO-MLP+FrameStack / MiniGrid-MemoryS7
15856,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
15928,0.9706122448979592,PPO-MLP+FrameStack / MiniGrid-MemoryS7
15952,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
16032,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
16048,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
16064,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
16112,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
16192,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
16224,0.9302040816326531,PPO-MLP+FrameStack / MiniGrid-MemoryS7
16240,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
16248,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
16272,0.9816326530612245,PPO-MLP+FrameStack / MiniGrid-MemoryS7
16328,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
16336,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
16376,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
16384,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
16392,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
16472,0.9412244897959183,PPO-MLP+FrameStack / MiniGrid-MemoryS7
16504,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
16528,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
16600,0.9595918367346938,PPO-MLP+FrameStack / MiniGrid-MemoryS7
16848,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
17472,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
17480,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
17552,0.9706122448979592,PPO-MLP+FrameStack / MiniGrid-MemoryS7
17584,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
17624,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
17696,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
17744,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
17768,0.9375510204081633,PPO-MLP+FrameStack / MiniGrid-MemoryS7
17792,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
17792,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
17896,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
17904,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
17936,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
18040,0.889795918367347,PPO-MLP+FrameStack / MiniGrid-MemoryS7
18112,0.746530612244898,PPO-MLP+FrameStack / MiniGrid-MemoryS7
18184,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
18296,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
18336,0.9008163265306123,PPO-MLP+FrameStack / MiniGrid-MemoryS7
18352,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
18440,0.963265306122449,PPO-MLP+FrameStack / MiniGrid-MemoryS7
18472,0.9228571428571428,PPO-MLP+FrameStack / MiniGrid-MemoryS7
18496,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
18496,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
18520,0.9816326530612245,PPO-MLP+FrameStack / MiniGrid-MemoryS7
