step,return,config
89304,441.0,PPO-MLP / CartPole (MDP)
89332,500.0,PPO-MLP / CartPole (MDP)
89440,264.0,PPO-MLP / CartPole (MDP)
89568,406.0,PPO-MLP / CartPole (MDP)
90292,246.0,PPO-MLP / CartPole (MDP)
90580,284.0,PPO-MLP / CartPole (MDP)
91336,500.0,PPO-MLP / CartPole (MDP)
91464,220.0,PPO-MLP / CartPole (MDP)
91572,500.0,PPO-MLP / CartPole (MDP)
92296,500.0,PPO-MLP / CartPole (MDP)
92812,336.0,PPO-MLP / CartPole (MDP)
93336,499.0,PPO-MLP / CartPole (MDP)
93340,441.0,PPO-MLP / CartPole (MDP)
93536,309.0,PPO-MLP / CartPole (MDP)
94264,230.0,PPO-MLP / CartPole (MDP)
94496,289.0,PPO-MLP / CartPole (MDP)
94816,500.0,PPO-MLP / CartPole (MDP)
95012,368.0,PPO-MLP / CartPole (MDP)
96268,500.0,PPO-MLP / CartPole (MDP)
96500,500.0,PPO-MLP / CartPole (MDP)
96820,500.0,PPO-MLP / CartPole (MDP)
97016,500.0,PPO-MLP / CartPole (MDP)
98108,272.0,PPO-MLP / CartPole (MDP)
98272,500.0,PPO-MLP / CartPole (MDP)
98504,500.0,PPO-MLP / CartPole (MDP)
98824,500.0,PPO-MLP / CartPole (MDP)
99724,403.0,PPO-MLP / CartPole (MDP)
