step,return,config
7720,10.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
7756,12.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
7804,20.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
7820,27.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
7908,57.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
7936,32.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
7944,46.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
8004,14.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
8008,24.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
8036,53.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
8064,14.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
8120,13.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
8140,25.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
8176,13.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
8224,53.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
8252,78.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
8344,29.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
8352,43.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
8368,56.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
8388,33.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
8444,13.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
8496,35.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
8508,34.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
8548,25.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
8592,61.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
8632,20.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
8644,33.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
