step,return,config
6600,16.0,PPO-LSTM / CartPole-Masked (POMDP)
6608,20.0,PPO-LSTM / CartPole-Masked (POMDP)
6632,17.0,PPO-LSTM / CartPole-Masked (POMDP)
6720,28.0,PPO-LSTM / CartPole-Masked (POMDP)
6736,15.0,PPO-LSTM / CartPole-Masked (POMDP)
6744,21.0,PPO-LSTM / CartPole-Masked (POMDP)
6752,18.0,PPO-LSTM / CartPole-Masked (POMDP)
6768,41.0,PPO-LSTM / CartPole-Masked (POMDP)
6784,28.0,PPO-LSTM / CartPole-Masked (POMDP)
6784,25.0,PPO-LSTM / CartPole-Masked (POMDP)
6832,10.0,PPO-LSTM / CartPole-Masked (POMDP)
6840,12.0,PPO-LSTM / CartPole-Masked (POMDP)
6888,12.0,PPO-LSTM / CartPole-Masked (POMDP)
6896,21.0,PPO-LSTM / CartPole-Masked (POMDP)
6928,17.0,PPO-LSTM / CartPole-Masked (POMDP)
6952,14.0,PPO-LSTM / CartPole-Masked (POMDP)
6968,41.0,PPO-LSTM / CartPole-Masked (POMDP)
7024,15.0,PPO-LSTM / CartPole-Masked (POMDP)
7024,22.0,PPO-LSTM / CartPole-Masked (POMDP)
7040,33.0,PPO-LSTM / CartPole-Masked (POMDP)
7048,36.0,PPO-LSTM / CartPole-Masked (POMDP)
7064,21.0,PPO-LSTM / CartPole-Masked (POMDP)
7104,21.0,PPO-LSTM / CartPole-Masked (POMDP)
7136,11.0,PPO-LSTM / CartPole-Masked (POMDP)
7136,13.0,PPO-LSTM / CartPole-Masked (POMDP)
7168,26.0,PPO-LSTM / CartPole-Masked (POMDP)
7184,26.0,PPO-LSTM / CartPole-Masked (POMDP)
7200,18.0,PPO-LSTM / CartPole-Masked (POMDP)
7208,17.0,PPO-LSTM / CartPole-Masked (POMDP)
7240,12.0,PPO-LSTM / CartPole-Masked (POMDP)
7256,18.0,PPO-LSTM / CartPole-Masked (POMDP)
7264,11.0,PPO-LSTM / CartPole-Masked (POMDP)
7272,16.0,PPO-LSTM / CartPole-Masked (POMDP)
7320,16.0,PPO-LSTM / CartPole-Masked (POMDP)
7344,12.0,PPO-LSTM / CartPole-Masked (POMDP)
7344,16.0,PPO-LSTM / CartPole-Masked (POMDP)
7344,39.0,PPO-LSTM / CartPole-Masked (POMDP)
7352,11.0,PPO-LSTM / CartPole-Masked (POMDP)
7416,26.0,PPO-LSTM / CartPole-Masked (POMDP)
7416,17.0,PPO-LSTM / CartPole-Masked (POMDP)
7424,9.0,PPO-LSTM / CartPole-Masked (POMDP)
7448,12.0,PPO-LSTM / CartPole-Masked (POMDP)
7456,16.0,PPO-LSTM / CartPole-Masked (POMDP)
7504,29.0,PPO-LSTM / CartPole-Masked (POMDP)
7520,12.0,PPO-LSTM / CartPole-Masked (POMDP)
7536,23.0,PPO-LSTM / CartPole-Masked (POMDP)
7552,16.0,PPO-LSTM / CartPole-Masked (POMDP)
7576,27.0,PPO-LSTM / CartPole-Masked (POMDP)
7624,20.0,PPO-LSTM / CartPole-Masked (POMDP)
7632,25.0,PPO-LSTM / CartPole-Masked (POMDP)
7632,13.0,PPO-LSTM / CartPole-Masked (POMDP)
7648,24.0,PPO-LSTM / CartPole-Masked (POMDP)
7656,18.0,PPO-LSTM / CartPole-Masked (POMDP)
7688,18.0,PPO-LSTM / CartPole-Masked (POMDP)
7712,19.0,PPO-LSTM / CartPole-Masked (POMDP)
7752,21.0,PPO-LSTM / CartPole-Masked (POMDP)
7760,16.0,PPO-LSTM / CartPole-Masked (POMDP)
