step,return,k,config,seed
5960,24.0,2,framestack_k2,1
5964,15.0,2,framestack_k2,1
6016,29.0,2,framestack_k2,1
6028,39.0,2,framestack_k2,1
6036,18.0,2,framestack_k2,1
6056,22.0,2,framestack_k2,1
6084,11.0,2,framestack_k2,1
6088,17.0,2,framestack_k2,1
6104,18.0,2,framestack_k2,1
6208,37.0,2,framestack_k2,1
6224,34.0,2,framestack_k2,1
6260,38.0,2,framestack_k2,1
6268,44.0,2,framestack_k2,1
6288,15.0,2,framestack_k2,1
6332,15.0,2,framestack_k2,1
6332,17.0,2,framestack_k2,1
6360,37.0,2,framestack_k2,1
6388,24.0,2,framestack_k2,1
6408,18.0,2,framestack_k2,1
6444,27.0,2,framestack_k2,1
6448,21.0,2,framestack_k2,1
6464,18.0,2,framestack_k2,1
6464,13.0,2,framestack_k2,1
6500,12.0,2,framestack_k2,1
6540,23.0,2,framestack_k2,1
6548,20.0,2,framestack_k2,1
6564,15.0,2,framestack_k2,1
6592,31.0,2,framestack_k2,1
6620,19.0,2,framestack_k2,1
6640,22.0,2,framestack_k2,1
6676,13.0,2,framestack_k2,1
6676,20.0,2,framestack_k2,1
6676,27.0,2,framestack_k2,1
6744,16.0,2,framestack_k2,1
6788,10.0,2,framestack_k2,1
6804,40.0,2,framestack_k2,1
6836,39.0,2,framestack_k2,1
6856,44.0,2,framestack_k2,1
6880,18.0,2,framestack_k2,1
6912,18.0,2,framestack_k2,1
6996,28.0,2,framestack_k2,1
7004,36.0,2,framestack_k2,1
7008,54.0,2,framestack_k2,1
7056,12.0,2,framestack_k2,1
7088,43.0,2,framestack_k2,1
7136,31.0,2,framestack_k2,1
7148,22.0,2,framestack_k2,1
7192,48.0,2,framestack_k2,1
7232,35.0,2,framestack_k2,1
7252,28.0,2,framestack_k2,1
7300,16.0,2,framestack_k2,1
7300,11.0,2,framestack_k2,1
7328,33.0,2,framestack_k2,1
7352,12.0,2,framestack_k2,1
7368,16.0,2,framestack_k2,1
7384,13.0,2,framestack_k2,1
7428,14.0,2,framestack_k2,1
7440,21.0,2,framestack_k2,1
7488,84.0,2,framestack_k2,1
7500,17.0,2,framestack_k2,1
7528,35.0,2,framestack_k2,1
7576,33.0,2,framestack_k2,1
7592,15.0,2,framestack_k2,1
7592,22.0,2,framestack_k2,1
7684,26.0,2,framestack_k2,1
7696,25.0,2,framestack_k2,1
7704,53.0,2,framestack_k2,1
7768,20.0,2,framestack_k2,1
7768,43.0,2,framestack_k2,1
7772,16.0,2,framestack_k2,1
7812,9.0,2,framestack_k2,1
7828,14.0,2,framestack_k2,1
7860,11.0,2,framestack_k2,1
7876,11.0,2,framestack_k2,1
7900,50.0,2,framestack_k2,1
7928,16.0,2,framestack_k2,1
7948,17.0,2,framestack_k2,1
7972,17.0,2,framestack_k2,1
8012,15.0,2,framestack_k2,1
8032,65.0,2,framestack_k2,1
8036,26.0,2,framestack_k2,1
8084,27.0,2,framestack_k2,1
8128,28.0,2,framestack_k2,1
8140,26.0,2,framestack_k2,1
8220,33.0,2,framestack_k2,1
8244,25.0,2,framestack_k2,1
8248,52.0,2,framestack_k2,1
8292,40.0,2,framestack_k2,1
8312,22.0,2,framestack_k2,1
8324,19.0,2,framestack_k2,1
8384,14.0,2,framestack_k2,1
8484,42.0,2,framestack_k2,1
8548,74.0,2,framestack_k2,1
8556,42.0,2,framestack_k2,1
8608,78.0,2,framestack_k2,1
8612,31.0,2,framestack_k2,1
8660,25.0,2,framestack_k2,1
8704,22.0,2,framestack_k2,1
8736,18.0,2,framestack_k2,1
8744,48.0,2,framestack_k2,1
8752,35.0,2,framestack_k2,1
8808,13.0,2,framestack_k2,1
8880,35.0,2,framestack_k2,1
8908,24.0,2,framestack_k2,1
8936,47.0,2,framestack_k2,1
8944,15.0,2,framestack_k2,1
8960,63.0,2,framestack_k2,1
9032,30.0,2,framestack_k2,1
9072,31.0,2,framestack_k2,1
9080,11.0,2,framestack_k2,1
9092,38.0,2,framestack_k2,1
9112,37.0,2,framestack_k2,1
9148,16.0,2,framestack_k2,1
9184,27.0,2,framestack_k2,1
9212,29.0,2,framestack_k2,1
9232,29.0,2,framestack_k2,1
9260,18.0,2,framestack_k2,1
9280,11.0,2,framestack_k2,1
9316,25.0,2,framestack_k2,1
9316,13.0,2,framestack_k2,1
9340,14.0,2,framestack_k2,1
9360,10.0,2,framestack_k2,1
9376,14.0,2,framestack_k2,1
9396,61.0,2,framestack_k2,1
9528,32.0,2,framestack_k2,1
9556,44.0,2,framestack_k2,1
9596,9.0,2,framestack_k2,1
9608,19.0,2,framestack_k2,1
9612,67.0,2,framestack_k2,1
9648,12.0,2,framestack_k2,1
9680,79.0,2,framestack_k2,1
9744,32.0,2,framestack_k2,1
9768,29.0,2,framestack_k2,1
9812,16.0,2,framestack_k2,1
9828,14.0,2,framestack_k2,1
9832,37.0,2,framestack_k2,1
9848,59.0,2,framestack_k2,1
9896,20.0,2,framestack_k2,1
9912,15.0,2,framestack_k2,1
9924,23.0,2,framestack_k2,1
9928,23.0,2,framestack_k2,1
9960,15.0,2,framestack_k2,1
10020,26.0,2,framestack_k2,1
10048,29.0,2,framestack_k2,1
10068,26.0,2,framestack_k2,1
10072,36.0,2,framestack_k2,1
10124,25.0,2,framestack_k2,1
10140,16.0,2,framestack_k2,1
10192,35.0,2,framestack_k2,1
10196,17.0,2,framestack_k2,1
10224,20.0,2,framestack_k2,1
10256,14.0,2,framestack_k2,1
10288,23.0,2,framestack_k2,1
10332,65.0,2,framestack_k2,1
10344,13.0,2,framestack_k2,1
10352,23.0,2,framestack_k2,1
10384,12.0,2,framestack_k2,1
10404,14.0,2,framestack_k2,1
10436,12.0,2,framestack_k2,1
10440,21.0,2,framestack_k2,1
10472,61.0,2,framestack_k2,1
10488,11.0,2,framestack_k2,1
10496,22.0,2,framestack_k2,1
10536,15.0,2,framestack_k2,1
10584,23.0,2,framestack_k2,1
10596,14.0,2,framestack_k2,1
10612,43.0,2,framestack_k2,1
10624,31.0,2,framestack_k2,1
10760,36.0,2,framestack_k2,1
10776,47.0,2,framestack_k2,1
10796,42.0,2,framestack_k2,1
10820,14.0,2,framestack_k2,1
10828,57.0,2,framestack_k2,1
10860,15.0,2,framestack_k2,1
10900,30.0,2,framestack_k2,1
10904,20.0,2,framestack_k2,1
10948,11.0,2,framestack_k2,1
11052,47.0,2,framestack_k2,1
11100,67.0,2,framestack_k2,1
11104,38.0,2,framestack_k2,1
11152,12.0,2,framestack_k2,1
11200,73.0,2,framestack_k2,1
11228,43.0,2,framestack_k2,1
11336,57.0,2,framestack_k2,1
11400,61.0,2,framestack_k2,1
11432,57.0,2,framestack_k2,1
11432,23.0,2,framestack_k2,1
11456,56.0,2,framestack_k2,1
11508,12.0,2,framestack_k2,1
11508,26.0,2,framestack_k2,1
11556,11.0,2,framestack_k2,1
11576,35.0,2,framestack_k2,1
11580,36.0,2,framestack_k2,1
11616,14.0,2,framestack_k2,1
11640,14.0,2,framestack_k2,1
11668,22.0,2,framestack_k2,1
11696,13.0,2,framestack_k2,1
11724,13.0,2,framestack_k2,1
11744,31.0,2,framestack_k2,1
11748,59.0,2,framestack_k2,1
11808,14.0,2,framestack_k2,1
11820,30.0,2,framestack_k2,1
11876,13.0,2,framestack_k2,1
11880,33.0,2,framestack_k2,1
11944,54.0,2,framestack_k2,1
12052,26.0,2,framestack_k2,1
12072,47.0,2,framestack_k2,1
12092,53.0,2,framestack_k2,1
12108,74.0,2,framestack_k2,1
12176,16.0,2,framestack_k2,1
12280,56.0,2,framestack_k2,1
12280,46.0,2,framestack_k2,1
12280,25.0,2,framestack_k2,1
12288,53.0,2,framestack_k2,1
12324,10.0,2,framestack_k2,1
12368,21.0,2,framestack_k2,1
12404,30.0,2,framestack_k2,1
12448,39.0,2,framestack_k2,1
12452,11.0,2,framestack_k2,1
12476,26.0,2,framestack_k2,1
12580,63.0,2,framestack_k2,1
12588,27.0,2,framestack_k2,1
12612,40.0,2,framestack_k2,1
12632,12.0,2,framestack_k2,1
12744,27.0,2,framestack_k2,1
12756,75.0,2,framestack_k2,1
12772,45.0,2,framestack_k2,1
12776,40.0,2,framestack_k2,1
12820,10.0,2,framestack_k2,1
12844,17.0,2,framestack_k2,1
12848,22.0,2,framestack_k2,1
12888,9.0,2,framestack_k2,1
12912,22.0,2,framestack_k2,1
13016,67.0,2,framestack_k2,1
13028,28.0,2,framestack_k2,1
13032,35.0,2,framestack_k2,1
13072,56.0,2,framestack_k2,1
13076,10.0,2,framestack_k2,1
13096,19.0,2,framestack_k2,1
13144,28.0,2,framestack_k2,1
13148,18.0,2,framestack_k2,1
13224,18.0,2,framestack_k2,1
13236,22.0,2,framestack_k2,1
13280,45.0,2,framestack_k2,1
13284,14.0,2,framestack_k2,1
13292,13.0,2,framestack_k2,1
13340,65.0,2,framestack_k2,1
13376,22.0,2,framestack_k2,1
13428,21.0,2,framestack_k2,1
13448,38.0,2,framestack_k2,1
13504,55.0,2,framestack_k2,1
13532,25.0,2,framestack_k2,1
13560,27.0,2,framestack_k2,1
13644,27.0,2,framestack_k2,1
13716,84.0,2,framestack_k2,1
13776,53.0,2,framestack_k2,1
13788,35.0,2,framestack_k2,1
13796,19.0,2,framestack_k2,1
13872,18.0,2,framestack_k2,1
13884,23.0,2,framestack_k2,1
13916,34.0,2,framestack_k2,1
13940,108.0,2,framestack_k2,1
13952,19.0,2,framestack_k2,1
14080,48.0,2,framestack_k2,1
14100,45.0,2,framestack_k2,1
14140,46.0,2,framestack_k2,1
14196,13.0,2,framestack_k2,1
14256,78.0,2,framestack_k2,1
14340,64.0,2,framestack_k2,1
14416,78.0,2,framestack_k2,1
14472,13.0,2,framestack_k2,1
14496,74.0,2,framestack_k2,1
14508,62.0,2,framestack_k2,1
14544,11.0,2,framestack_k2,1
14592,11.0,2,framestack_k2,1
14616,68.0,2,framestack_k2,1
14644,33.0,2,framestack_k2,1
14680,51.0,2,framestack_k2,1
14684,16.0,2,framestack_k2,1
14792,49.0,2,framestack_k2,1
14840,38.0,2,framestack_k2,1
14848,50.0,2,framestack_k2,1
14860,16.0,2,framestack_k2,1
14924,18.0,2,framestack_k2,1
15008,36.0,2,framestack_k2,1
15024,85.0,2,framestack_k2,1
15036,27.0,2,framestack_k2,1
15044,50.0,2,framestack_k2,1
15176,32.0,2,framestack_k2,1
15232,51.0,2,framestack_k2,1
15268,57.0,2,framestack_k2,1
15276,24.0,2,framestack_k2,1
15308,18.0,2,framestack_k2,1
15452,43.0,2,framestack_k2,1
15532,65.0,2,framestack_k2,1
15536,56.0,2,framestack_k2,1
15568,139.0,2,framestack_k2,1
15608,17.0,2,framestack_k2,1
15644,47.0,2,framestack_k2,1
15644,27.0,2,framestack_k2,1
15660,12.0,2,framestack_k2,1
15680,27.0,2,framestack_k2,1
15684,9.0,2,framestack_k2,1
15744,15.0,2,framestack_k2,1
15768,30.0,2,framestack_k2,1
15792,26.0,2,framestack_k2,1
15820,12.0,2,framestack_k2,1
15824,19.0,2,framestack_k2,1
15872,52.0,2,framestack_k2,1
15984,40.0,2,framestack_k2,1
15996,50.0,2,framestack_k2,1
16052,56.0,2,framestack_k2,1
16164,41.0,2,framestack_k2,1
16232,61.0,2,framestack_k2,1
16240,46.0,2,framestack_k2,1
16264,24.0,2,framestack_k2,1
16280,101.0,2,framestack_k2,1
16308,16.0,2,framestack_k2,1
16404,30.0,2,framestack_k2,1
16420,46.0,2,framestack_k2,1
16476,41.0,2,framestack_k2,1
16480,53.0,2,framestack_k2,1
16508,25.0,2,framestack_k2,1
16528,26.0,2,framestack_k2,1
16576,11.0,2,framestack_k2,1
16616,33.0,2,framestack_k2,1
16680,25.0,2,framestack_k2,1
16700,55.0,2,framestack_k2,1
16760,62.0,2,framestack_k2,1
16788,26.0,2,framestack_k2,1
16840,34.0,2,framestack_k2,1
16844,13.0,2,framestack_k2,1
16888,31.0,2,framestack_k2,1
16928,21.0,2,framestack_k2,1
16944,13.0,2,framestack_k2,1
16984,91.0,2,framestack_k2,1
16996,16.0,2,framestack_k2,1
17064,54.0,2,framestack_k2,1
17096,27.0,2,framestack_k2,1
17152,13.0,2,framestack_k2,1
17184,59.0,2,framestack_k2,1
17244,22.0,2,framestack_k2,1
17296,57.0,2,framestack_k2,1
17300,75.0,2,framestack_k2,1
17336,37.0,2,framestack_k2,1
17356,14.0,2,framestack_k2,1
17408,12.0,2,framestack_k2,1
17436,47.0,2,framestack_k2,1
17492,13.0,2,framestack_k2,1
17544,51.0,2,framestack_k2,1
17564,38.0,2,framestack_k2,1
17608,76.0,2,framestack_k2,1
17656,11.0,2,framestack_k2,1
17672,31.0,2,framestack_k2,1
17764,49.0,2,framestack_k2,1
17812,34.0,2,framestack_k2,1
17820,13.0,2,framestack_k2,1
17876,13.0,2,framestack_k2,1
17888,18.0,2,framestack_k2,1
17940,15.0,2,framestack_k2,1
17940,111.0,2,framestack_k2,1
17940,70.0,2,framestack_k2,1
17988,11.0,2,framestack_k2,1
17996,26.0,2,framestack_k2,1
18044,11.0,2,framestack_k2,1
18100,39.0,2,framestack_k2,1
18140,49.0,2,framestack_k2,1
18216,18.0,2,framestack_k2,1
18244,35.0,2,framestack_k2,1
18272,70.0,2,framestack_k2,1
18324,69.0,2,framestack_k2,1
18348,18.0,2,framestack_k2,1
18392,10.0,2,framestack_k2,1
18436,27.0,2,framestack_k2,1
18440,11.0,2,framestack_k2,1
18496,13.0,2,framestack_k2,1
18536,79.0,2,framestack_k2,1
18548,12.0,2,framestack_k2,1
18604,41.0,2,framestack_k2,1
18652,28.0,2,framestack_k2,1
18652,25.0,2,framestack_k2,1
18656,12.0,2,framestack_k2,1
18660,103.0,2,framestack_k2,1
18720,15.0,2,framestack_k2,1
18792,17.0,2,framestack_k2,1
18856,48.0,2,framestack_k2,1
18880,56.0,2,framestack_k2,1
18904,62.0,2,framestack_k2,1
18936,35.0,2,framestack_k2,1
18960,13.0,2,framestack_k2,1
18992,33.0,2,framestack_k2,1
19008,11.0,2,framestack_k2,1
19132,62.0,2,framestack_k2,1
19140,36.0,2,framestack_k2,1
19148,52.0,2,framestack_k2,1
19200,47.0,2,framestack_k2,1
19224,22.0,2,framestack_k2,1
19284,33.0,2,framestack_k2,1
19352,16.0,2,framestack_k2,1
19368,35.0,2,framestack_k2,1
19440,74.0,2,framestack_k2,1
19456,63.0,2,framestack_k2,1
19576,51.0,2,framestack_k2,1
19668,52.0,2,framestack_k2,1
19688,83.0,2,framestack_k2,1
19808,57.0,2,framestack_k2,1
19824,33.0,2,framestack_k2,1
19888,15.0,2,framestack_k2,1
19908,116.0,2,framestack_k2,1
19916,61.0,2,framestack_k2,1
19976,21.0,2,framestack_k2,1
19992,20.0,2,framestack_k2,1
20036,14.0,2,framestack_k2,1
20092,24.0,2,framestack_k2,1
20124,51.0,2,framestack_k2,1
20168,89.0,2,framestack_k2,1
20188,23.0,2,framestack_k2,1
20272,36.0,2,framestack_k2,1
20308,67.0,2,framestack_k2,1
20364,22.0,2,framestack_k2,1
20384,53.0,2,framestack_k2,1
20460,18.0,2,framestack_k2,1
20476,71.0,2,framestack_k2,1
20484,29.0,2,framestack_k2,1
20544,58.0,2,framestack_k2,1
20552,16.0,2,framestack_k2,1
20588,31.0,2,framestack_k2,1
20652,43.0,2,framestack_k2,1
20680,33.0,2,framestack_k2,1
20704,12.0,2,framestack_k2,1
20712,30.0,2,framestack_k2,1
20788,26.0,2,framestack_k2,1
20844,72.0,2,framestack_k2,1
20868,38.0,2,framestack_k2,1
20932,56.0,2,framestack_k2,1
20944,18.0,2,framestack_k2,1
20988,35.0,2,framestack_k2,1
21040,12.0,2,framestack_k2,1
21092,75.0,2,framestack_k2,1
21120,46.0,2,framestack_k2,1
21144,25.0,2,framestack_k2,1
21172,56.0,2,framestack_k2,1
21192,11.0,2,framestack_k2,1
21276,38.0,2,framestack_k2,1
21276,45.0,2,framestack_k2,1
21384,47.0,2,framestack_k2,1
21424,62.0,2,framestack_k2,1
21480,50.0,2,framestack_k2,1
21500,28.0,2,framestack_k2,1
21540,65.0,2,framestack_k2,1
21548,30.0,2,framestack_k2,1
21612,32.0,2,framestack_k2,1
21716,41.0,2,framestack_k2,1
21772,39.0,2,framestack_k2,1
21776,68.0,2,framestack_k2,1
21804,65.0,2,framestack_k2,1
21812,9.0,2,framestack_k2,1
21828,27.0,2,framestack_k2,1
21852,11.0,2,framestack_k2,1
21900,30.0,2,framestack_k2,1
21988,43.0,2,framestack_k2,1
22044,47.0,2,framestack_k2,1
22084,45.0,2,framestack_k2,1
22164,29.0,2,framestack_k2,1
22172,21.0,2,framestack_k2,1
22172,85.0,2,framestack_k2,1
22192,50.0,2,framestack_k2,1
22240,16.0,2,framestack_k2,1
22252,14.0,2,framestack_k2,1
22296,30.0,2,framestack_k2,1
22300,14.0,2,framestack_k2,1
22348,23.0,2,framestack_k2,1
22408,26.0,2,framestack_k2,1
22476,77.0,2,framestack_k2,1
22516,41.0,2,framestack_k2,1
22528,12.0,2,framestack_k2,1
22556,36.0,2,framestack_k2,1
22592,73.0,2,framestack_k2,1
22592,15.0,2,framestack_k2,1
22616,24.0,2,framestack_k2,1
22728,42.0,2,framestack_k2,1
22740,36.0,2,framestack_k2,1
22784,47.0,2,framestack_k2,1
22856,59.0,2,framestack_k2,1
22916,43.0,2,framestack_k2,1
22920,33.0,2,framestack_k2,1
22976,13.0,2,framestack_k2,1
22992,33.0,2,framestack_k2,1
23024,26.0,2,framestack_k2,1
23036,76.0,2,framestack_k2,1
23168,43.0,2,framestack_k2,1
23248,52.0,2,framestack_k2,1
23260,70.0,2,framestack_k2,1
23296,67.0,2,framestack_k2,1
23372,18.0,2,framestack_k2,1
23372,27.0,2,framestack_k2,1
23436,66.0,2,framestack_k2,1
23468,54.0,2,framestack_k2,1
23488,12.0,2,framestack_k2,1
23504,32.0,2,framestack_k2,1
23552,20.0,2,framestack_k2,1
23556,12.0,2,framestack_k2,1
23620,61.0,2,framestack_k2,1
23688,33.0,2,framestack_k2,1
23728,59.0,2,framestack_k2,1
23744,30.0,2,framestack_k2,1
23768,52.0,2,framestack_k2,1
23816,17.0,2,framestack_k2,1
23916,46.0,2,framestack_k2,1
24008,59.0,2,framestack_k2,1
24048,57.0,2,framestack_k2,1
24100,12.0,2,framestack_k2,1
24140,55.0,2,framestack_k2,1
24152,115.0,2,framestack_k2,1
24240,57.0,2,framestack_k2,1
24240,34.0,2,framestack_k2,1
24244,25.0,2,framestack_k2,1
24284,32.0,2,framestack_k2,1
24372,31.0,2,framestack_k2,1
24408,30.0,2,framestack_k2,1
24452,52.0,2,framestack_k2,1
24476,58.0,2,framestack_k2,1
24492,29.0,2,framestack_k2,1
24580,21.0,2,framestack_k2,1
24584,32.0,2,framestack_k2,1
24620,52.0,2,framestack_k2,1
24660,18.0,2,framestack_k2,1
24700,19.0,2,framestack_k2,1
24712,12.0,2,framestack_k2,1
24788,77.0,2,framestack_k2,1
