step,return,k,config,seed
2336,22.0,8,framestack_k8,1
2356,14.0,8,framestack_k8,1
2396,14.0,8,framestack_k8,1
2420,15.0,8,framestack_k8,1
2480,44.0,8,framestack_k8,1
2484,21.0,8,framestack_k8,1
2492,50.0,8,framestack_k8,1
2524,25.0,8,framestack_k8,1
2560,18.0,8,framestack_k8,1
2564,20.0,8,framestack_k8,1
2604,19.0,8,framestack_k8,1
2632,17.0,8,framestack_k8,1
2636,17.0,8,framestack_k8,1
2664,42.0,8,framestack_k8,1
2720,13.0,8,framestack_k8,1
2724,22.0,8,framestack_k8,1
2740,25.0,8,framestack_k8,1
2792,17.0,8,framestack_k8,1
2816,22.0,8,framestack_k8,1
2828,21.0,8,framestack_k8,1
2836,57.0,8,framestack_k8,1
2852,14.0,8,framestack_k8,1
2872,13.0,8,framestack_k8,1
2884,13.0,8,framestack_k8,1
2912,18.0,8,framestack_k8,1
2916,15.0,8,framestack_k8,1
2948,18.0,8,framestack_k8,1
2952,16.0,8,framestack_k8,1
2996,19.0,8,framestack_k8,1
3000,12.0,8,framestack_k8,1
3016,25.0,8,framestack_k8,1
3056,14.0,8,framestack_k8,1
3068,16.0,8,framestack_k8,1
3092,18.0,8,framestack_k8,1
3116,11.0,8,framestack_k8,1
3196,60.0,8,framestack_k8,1
3200,20.0,8,framestack_k8,1
3224,41.0,8,framestack_k8,1
3236,35.0,8,framestack_k8,1
3252,13.0,8,framestack_k8,1
3252,12.0,8,framestack_k8,1
3312,14.0,8,framestack_k8,1
3312,21.0,8,framestack_k8,1
3376,15.0,8,framestack_k8,1
3380,35.0,8,framestack_k8,1
3384,32.0,8,framestack_k8,1
3428,11.0,8,framestack_k8,1
3440,13.0,8,framestack_k8,1
3464,37.0,8,framestack_k8,1
3504,31.0,8,framestack_k8,1
3512,17.0,8,framestack_k8,1
3548,29.0,8,framestack_k8,1
3568,25.0,8,framestack_k8,1
3576,15.0,8,framestack_k8,1
3604,24.0,8,framestack_k8,1
3612,15.0,8,framestack_k8,1
3624,13.0,8,framestack_k8,1
3676,15.0,8,framestack_k8,1
3688,15.0,8,framestack_k8,1
3724,36.0,8,framestack_k8,1
3732,13.0,8,framestack_k8,1
3740,33.0,8,framestack_k8,1
3780,22.0,8,framestack_k8,1
3784,14.0,8,framestack_k8,1
3796,15.0,8,framestack_k8,1
3800,14.0,8,framestack_k8,1
3840,10.0,8,framestack_k8,1
3856,18.0,8,framestack_k8,1
3872,17.0,8,framestack_k8,1
3912,17.0,8,framestack_k8,1
3916,10.0,8,framestack_k8,1
3932,18.0,8,framestack_k8,1
4028,28.0,8,framestack_k8,1
4032,61.0,8,framestack_k8,1
4096,15.0,8,framestack_k8,1
4116,21.0,8,framestack_k8,1
4136,54.0,8,framestack_k8,1
4192,18.0,8,framestack_k8,1
4192,13.0,8,framestack_k8,1
4204,26.0,8,framestack_k8,1
4208,68.0,8,framestack_k8,1
4264,14.0,8,framestack_k8,1
4292,24.0,8,framestack_k8,1
4296,21.0,8,framestack_k8,1
4336,10.0,8,framestack_k8,1
4336,17.0,8,framestack_k8,1
4360,15.0,8,framestack_k8,1
4368,43.0,8,framestack_k8,1
4384,11.0,8,framestack_k8,1
4428,22.0,8,framestack_k8,1
4456,23.0,8,framestack_k8,1
4456,21.0,8,framestack_k8,1
4488,14.0,8,framestack_k8,1
4500,28.0,8,framestack_k8,1
4536,19.0,8,framestack_k8,1
4540,20.0,8,framestack_k8,1
4564,18.0,8,framestack_k8,1
4568,16.0,8,framestack_k8,1
4632,23.0,8,framestack_k8,1
4660,29.0,8,framestack_k8,1
4688,13.0,8,framestack_k8,1
4712,12.0,8,framestack_k8,1
4736,42.0,8,framestack_k8,1
4752,45.0,8,framestack_k8,1
4768,19.0,8,framestack_k8,1
4792,19.0,8,framestack_k8,1
4808,9.0,8,framestack_k8,1
4808,17.0,8,framestack_k8,1
4808,13.0,8,framestack_k8,1
4932,30.0,8,framestack_k8,1
4940,32.0,8,framestack_k8,1
4988,11.0,8,framestack_k8,1
5056,16.0,8,framestack_k8,1
5060,66.0,8,framestack_k8,1
5100,9.0,8,framestack_k8,1
5100,72.0,8,framestack_k8,1
5108,43.0,8,framestack_k8,1
5152,12.0,8,framestack_k8,1
5160,25.0,8,framestack_k8,1
5180,19.0,8,framestack_k8,1
5224,15.0,8,framestack_k8,1
5240,32.0,8,framestack_k8,1
5268,28.0,8,framestack_k8,1
5268,21.0,8,framestack_k8,1
5304,15.0,8,framestack_k8,1
5316,11.0,8,framestack_k8,1
5352,11.0,8,framestack_k8,1
5432,28.0,8,framestack_k8,1
5440,21.0,8,framestack_k8,1
5456,57.0,8,framestack_k8,1
5504,58.0,8,framestack_k8,1
5520,19.0,8,framestack_k8,1
5556,24.0,8,framestack_k8,1
5560,13.0,8,framestack_k8,1
5656,33.0,8,framestack_k8,1
5692,32.0,8,framestack_k8,1
5700,66.0,8,framestack_k8,1
5768,52.0,8,framestack_k8,1
5780,19.0,8,framestack_k8,1
5780,30.0,8,framestack_k8,1
5836,35.0,8,framestack_k8,1
5888,26.0,8,framestack_k8,1
5912,18.0,8,framestack_k8,1
5968,49.0,8,framestack_k8,1
6000,54.0,8,framestack_k8,1
6032,15.0,8,framestack_k8,1
6044,32.0,8,framestack_k8,1
6048,39.0,8,framestack_k8,1
6072,17.0,8,framestack_k8,1
6104,17.0,8,framestack_k8,1
6108,15.0,8,framestack_k8,1
6112,15.0,8,framestack_k8,1
6148,18.0,8,framestack_k8,1
6156,10.0,8,framestack_k8,1
6168,14.0,8,framestack_k8,1
6176,17.0,8,framestack_k8,1
6224,16.0,8,framestack_k8,1
6248,17.0,8,framestack_k8,1
6296,31.0,8,framestack_k8,1
6312,15.0,8,framestack_k8,1
6328,25.0,8,framestack_k8,1
6364,16.0,8,framestack_k8,1
6376,15.0,8,framestack_k8,1
6384,13.0,8,framestack_k8,1
6412,65.0,8,framestack_k8,1
6436,12.0,8,framestack_k8,1
6496,29.0,8,framestack_k8,1
6536,24.0,8,framestack_k8,1
6544,44.0,8,framestack_k8,1
6600,46.0,8,framestack_k8,1
6604,14.0,8,framestack_k8,1
6612,28.0,8,framestack_k8,1
6616,19.0,8,framestack_k8,1
6660,13.0,8,framestack_k8,1
6700,9.0,8,framestack_k8,1
6752,34.0,8,framestack_k8,1
6764,40.0,8,framestack_k8,1
6772,38.0,8,framestack_k8,1
6784,20.0,8,framestack_k8,1
6812,14.0,8,framestack_k8,1
6820,11.0,8,framestack_k8,1
6912,36.0,8,framestack_k8,1
6920,33.0,8,framestack_k8,1
6928,26.0,8,framestack_k8,1
6996,18.0,8,framestack_k8,1
7016,50.0,8,framestack_k8,1
7040,31.0,8,framestack_k8,1
7080,20.0,8,framestack_k8,1
7116,46.0,8,framestack_k8,1
7172,32.0,8,framestack_k8,1
7176,14.0,8,framestack_k8,1
7176,23.0,8,framestack_k8,1
7192,43.0,8,framestack_k8,1
7220,11.0,8,framestack_k8,1
7224,11.0,8,framestack_k8,1
7236,10.0,8,framestack_k8,1
7240,15.0,8,framestack_k8,1
7280,13.0,8,framestack_k8,1
7288,16.0,8,framestack_k8,1
7360,19.0,8,framestack_k8,1
7384,36.0,8,framestack_k8,1
7416,13.0,8,framestack_k8,1
7452,16.0,8,framestack_k8,1
7464,55.0,8,framestack_k8,1
7472,45.0,8,framestack_k8,1
7516,15.0,8,framestack_k8,1
7560,23.0,8,framestack_k8,1
7580,15.0,8,framestack_k8,1
7612,34.0,8,framestack_k8,1
7616,49.0,8,framestack_k8,1
7620,14.0,8,framestack_k8,1
7656,10.0,8,framestack_k8,1
7660,19.0,8,framestack_k8,1
7672,13.0,8,framestack_k8,1
7728,26.0,8,framestack_k8,1
7768,27.0,8,framestack_k8,1
7768,26.0,8,framestack_k8,1
7784,27.0,8,framestack_k8,1
7788,14.0,8,framestack_k8,1
7860,22.0,8,framestack_k8,1
7864,23.0,8,framestack_k8,1
7916,32.0,8,framestack_k8,1
7972,27.0,8,framestack_k8,1
7984,29.0,8,framestack_k8,1
7996,19.0,8,framestack_k8,1
8032,60.0,8,framestack_k8,1
8080,23.0,8,framestack_k8,1
8088,13.0,8,framestack_k8,1
8160,19.0,8,framestack_k8,1
8168,19.0,8,framestack_k8,1
8172,49.0,8,framestack_k8,1
8180,45.0,8,framestack_k8,1
8268,26.0,8,framestack_k8,1
8284,25.0,8,framestack_k8,1
8308,33.0,8,framestack_k8,1
8312,10.0,8,framestack_k8,1
8320,37.0,8,framestack_k8,1
8332,11.0,8,framestack_k8,1
8392,17.0,8,framestack_k8,1
8416,26.0,8,framestack_k8,1
8512,23.0,8,framestack_k8,1
8540,36.0,8,framestack_k8,1
8568,58.0,8,framestack_k8,1
8572,64.0,8,framestack_k8,1
8592,19.0,8,framestack_k8,1
8648,26.0,8,framestack_k8,1
8656,21.0,8,framestack_k8,1
8704,13.0,8,framestack_k8,1
8744,21.0,8,framestack_k8,1
8760,41.0,8,framestack_k8,1
8772,16.0,8,framestack_k8,1
8796,12.0,8,framestack_k8,1
8828,63.0,8,framestack_k8,1
8844,20.0,8,framestack_k8,1
8880,12.0,8,framestack_k8,1
8888,10.0,8,framestack_k8,1
8924,37.0,8,framestack_k8,1
8956,18.0,8,framestack_k8,1
8988,15.0,8,framestack_k8,1
8992,25.0,8,framestack_k8,1
9040,60.0,8,framestack_k8,1
9096,26.0,8,framestack_k8,1
9156,40.0,8,framestack_k8,1
9176,54.0,8,framestack_k8,1
9188,36.0,8,framestack_k8,1
9216,29.0,8,framestack_k8,1
9308,29.0,8,framestack_k8,1
9324,26.0,8,framestack_k8,1
9400,55.0,8,framestack_k8,1
9428,29.0,8,framestack_k8,1
9432,68.0,8,framestack_k8,1
9484,39.0,8,framestack_k8,1
9540,34.0,8,framestack_k8,1
9556,31.0,8,framestack_k8,1
9604,11.0,8,framestack_k8,1
9604,15.0,8,framestack_k8,1
9612,31.0,8,framestack_k8,1
9648,53.0,8,framestack_k8,1
9664,14.0,8,framestack_k8,1
9692,21.0,8,framestack_k8,1
9696,20.0,8,framestack_k8,1
9752,25.0,8,framestack_k8,1
9832,19.0,8,framestack_k8,1
9844,37.0,8,framestack_k8,1
9856,47.0,8,framestack_k8,1
9896,15.0,8,framestack_k8,1
9904,14.0,8,framestack_k8,1
9904,51.0,8,framestack_k8,1
9948,10.0,8,framestack_k8,1
10020,28.0,8,framestack_k8,1
10020,40.0,8,framestack_k8,1
10020,30.0,8,framestack_k8,1
10092,17.0,8,framestack_k8,1
10164,53.0,8,framestack_k8,1
10184,40.0,8,framestack_k8,1
10192,24.0,8,framestack_k8,1
10248,15.0,8,framestack_k8,1
10264,24.0,8,framestack_k8,1
10328,76.0,8,framestack_k8,1
10368,25.0,8,framestack_k8,1
10372,30.0,8,framestack_k8,1
10380,46.0,8,framestack_k8,1
10432,12.0,8,framestack_k8,1
10484,28.0,8,framestack_k8,1
10512,34.0,8,framestack_k8,1
10564,19.0,8,framestack_k8,1
10576,61.0,8,framestack_k8,1
10612,44.0,8,framestack_k8,1
10648,33.0,8,framestack_k8,1
10660,23.0,8,framestack_k8,1
10676,15.0,8,framestack_k8,1
10688,27.0,8,framestack_k8,1
10728,19.0,8,framestack_k8,1
10740,12.0,8,framestack_k8,1
10780,12.0,8,framestack_k8,1
10828,41.0,8,framestack_k8,1
10832,12.0,8,framestack_k8,1
10908,57.0,8,framestack_k8,1
10920,22.0,8,framestack_k8,1
10952,10.0,8,framestack_k8,1
10960,31.0,8,framestack_k8,1
10976,13.0,8,framestack_k8,1
11012,67.0,8,framestack_k8,1
11068,22.0,8,framestack_k8,1
11168,24.0,8,framestack_k8,1
11200,61.0,8,framestack_k8,1
11212,49.0,8,framestack_k8,1
11220,12.0,8,framestack_k8,1
11256,73.0,8,framestack_k8,1
11300,19.0,8,framestack_k8,1
11360,39.0,8,framestack_k8,1
11392,44.0,8,framestack_k8,1
11432,43.0,8,framestack_k8,1
11504,35.0,8,framestack_k8,1
11568,66.0,8,framestack_k8,1
11640,61.0,8,framestack_k8,1
11700,66.0,8,framestack_k8,1
11728,39.0,8,framestack_k8,1
11728,21.0,8,framestack_k8,1
11748,60.0,8,framestack_k8,1
11800,17.0,8,framestack_k8,1
11808,26.0,8,framestack_k8,1
11880,17.0,8,framestack_k8,1
11888,39.0,8,framestack_k8,1
11912,27.0,8,framestack_k8,1
11980,57.0,8,framestack_k8,1
12000,21.0,8,framestack_k8,1
12048,39.0,8,framestack_k8,1
12072,22.0,8,framestack_k8,1
12072,47.0,8,framestack_k8,1
12124,12.0,8,framestack_k8,1
12136,15.0,8,framestack_k8,1
12160,39.0,8,framestack_k8,1
12236,27.0,8,framestack_k8,1
12248,49.0,8,framestack_k8,1
12264,31.0,8,framestack_k8,1
12296,33.0,8,framestack_k8,1
12324,21.0,8,framestack_k8,1
12380,28.0,8,framestack_k8,1
12388,15.0,8,framestack_k8,1
12396,36.0,8,framestack_k8,1
12460,17.0,8,framestack_k8,1
12464,20.0,8,framestack_k8,1
12500,25.0,8,framestack_k8,1
12504,9.0,8,framestack_k8,1
12536,59.0,8,framestack_k8,1
12584,19.0,8,framestack_k8,1
12628,41.0,8,framestack_k8,1
12644,14.0,8,framestack_k8,1
12672,42.0,8,framestack_k8,1
12680,12.0,8,framestack_k8,1
12736,49.0,8,framestack_k8,1
12776,25.0,8,framestack_k8,1
12844,49.0,8,framestack_k8,1
12888,51.0,8,framestack_k8,1
12960,45.0,8,framestack_k8,1
13024,71.0,8,framestack_k8,1
13044,38.0,8,framestack_k8,1
13048,21.0,8,framestack_k8,1
13104,64.0,8,framestack_k8,1
13124,19.0,8,framestack_k8,1
13172,30.0,8,framestack_k8,1
13232,31.0,8,framestack_k8,1
13248,55.0,8,framestack_k8,1
13296,42.0,8,framestack_k8,1
13320,36.0,8,framestack_k8,1
13344,27.0,8,framestack_k8,1
13392,35.0,8,framestack_k8,1
13412,22.0,8,framestack_k8,1
13448,37.0,8,framestack_k8,1
13448,13.0,8,framestack_k8,1
13516,42.0,8,framestack_k8,1
13556,26.0,8,framestack_k8,1
13580,41.0,8,framestack_k8,1
13680,40.0,8,framestack_k8,1
13684,58.0,8,framestack_k8,1
13708,31.0,8,framestack_k8,1
13760,50.0,8,framestack_k8,1
13768,21.0,8,framestack_k8,1
13812,31.0,8,framestack_k8,1
13832,17.0,8,framestack_k8,1
13916,51.0,8,framestack_k8,1
13940,26.0,8,framestack_k8,1
13944,32.0,8,framestack_k8,1
13964,11.0,8,framestack_k8,1
13964,48.0,8,framestack_k8,1
14112,36.0,8,framestack_k8,1
14132,47.0,8,framestack_k8,1
14152,46.0,8,framestack_k8,1
14168,55.0,8,framestack_k8,1
14276,40.0,8,framestack_k8,1
14276,30.0,8,framestack_k8,1
14296,31.0,8,framestack_k8,1
14336,14.0,8,framestack_k8,1
14344,52.0,8,framestack_k8,1
14412,18.0,8,framestack_k8,1
14468,47.0,8,framestack_k8,1
14496,37.0,8,framestack_k8,1
14496,20.0,8,framestack_k8,1
14540,60.0,8,framestack_k8,1
14544,18.0,8,framestack_k8,1
14576,19.0,8,framestack_k8,1
14624,11.0,8,framestack_k8,1
14704,51.0,8,framestack_k8,1
14708,20.0,8,framestack_k8,1
14748,50.0,8,framestack_k8,1
14780,18.0,8,framestack_k8,1
14828,71.0,8,framestack_k8,1
14840,32.0,8,framestack_k8,1
14840,22.0,8,framestack_k8,1
14892,12.0,8,framestack_k8,1
14916,33.0,8,framestack_k8,1
14932,25.0,8,framestack_k8,1
15044,37.0,8,framestack_k8,1
15052,29.0,8,framestack_k8,1
15136,73.0,8,framestack_k8,1
15184,34.0,8,framestack_k8,1
15192,13.0,8,framestack_k8,1
15204,71.0,8,framestack_k8,1
15248,13.0,8,framestack_k8,1
15284,57.0,8,framestack_k8,1
15364,28.0,8,framestack_k8,1
15376,42.0,8,framestack_k8,1
15380,48.0,8,framestack_k8,1
15432,16.0,8,framestack_k8,1
15436,13.0,8,framestack_k8,1
15472,46.0,8,framestack_k8,1
15476,24.0,8,framestack_k8,1
15520,20.0,8,framestack_k8,1
15536,15.0,8,framestack_k8,1
15596,14.0,8,framestack_k8,1
15628,26.0,8,framestack_k8,1
15636,50.0,8,framestack_k8,1
15668,17.0,8,framestack_k8,1
15732,25.0,8,framestack_k8,1
15744,66.0,8,framestack_k8,1
15820,45.0,8,framestack_k8,1
15828,39.0,8,framestack_k8,1
15856,27.0,8,framestack_k8,1
15888,14.0,8,framestack_k8,1
15908,43.0,8,framestack_k8,1
15916,23.0,8,framestack_k8,1
16000,22.0,8,framestack_k8,1
16012,23.0,8,framestack_k8,1
16052,48.0,8,framestack_k8,1
16056,41.0,8,framestack_k8,1
16084,17.0,8,framestack_k8,1
16136,33.0,8,framestack_k8,1
16148,22.0,8,framestack_k8,1
16184,11.0,8,framestack_k8,1
16224,34.0,8,framestack_k8,1
16224,18.0,8,framestack_k8,1
16284,57.0,8,framestack_k8,1
16328,25.0,8,framestack_k8,1
16336,37.0,8,framestack_k8,1
16340,28.0,8,framestack_k8,1
16396,14.0,8,framestack_k8,1
16408,30.0,8,framestack_k8,1
16448,26.0,8,framestack_k8,1
16460,32.0,8,framestack_k8,1
16496,21.0,8,framestack_k8,1
16508,14.0,8,framestack_k8,1
16520,14.0,8,framestack_k8,1
16528,32.0,8,framestack_k8,1
16564,13.0,8,framestack_k8,1
16596,16.0,8,framestack_k8,1
16636,17.0,8,framestack_k8,1
16640,35.0,8,framestack_k8,1
16648,31.0,8,framestack_k8,1
16708,27.0,8,framestack_k8,1
16712,15.0,8,framestack_k8,1
16788,37.0,8,framestack_k8,1
16804,22.0,8,framestack_k8,1
16824,45.0,8,framestack_k8,1
16880,22.0,8,framestack_k8,1
16900,23.0,8,framestack_k8,1
16916,51.0,8,framestack_k8,1
17028,31.0,8,framestack_k8,1
17028,27.0,8,framestack_k8,1
17096,53.0,8,framestack_k8,1
17100,17.0,8,framestack_k8,1
17156,31.0,8,framestack_k8,1
17164,84.0,8,framestack_k8,1
17176,19.0,8,framestack_k8,1
17200,24.0,8,framestack_k8,1
17220,13.0,8,framestack_k8,1
17256,24.0,8,framestack_k8,1
17260,14.0,8,framestack_k8,1
17348,31.0,8,framestack_k8,1
17356,44.0,8,framestack_k8,1
17400,34.0,8,framestack_k8,1
17480,19.0,8,framestack_k8,1
17512,63.0,8,framestack_k8,1
17528,44.0,8,framestack_k8,1
17548,47.0,8,framestack_k8,1
17644,23.0,8,framestack_k8,1
17676,48.0,8,framestack_k8,1
17732,50.0,8,framestack_k8,1
17760,20.0,8,framestack_k8,1
17788,35.0,8,framestack_k8,1
17788,13.0,8,framestack_k8,1
17812,74.0,8,framestack_k8,1
17816,13.0,8,framestack_k8,1
17852,15.0,8,framestack_k8,1
17888,17.0,8,framestack_k8,1
17908,13.0,8,framestack_k8,1
17956,16.0,8,framestack_k8,1
18036,61.0,8,framestack_k8,1
18044,21.0,8,framestack_k8,1
18108,73.0,8,framestack_k8,1
18120,52.0,8,framestack_k8,1
18192,36.0,8,framestack_k8,1
18204,41.0,8,framestack_k8,1
18276,41.0,8,framestack_k8,1
18308,28.0,8,framestack_k8,1
18352,57.0,8,framestack_k8,1
18364,39.0,8,framestack_k8,1
18396,29.0,8,framestack_k8,1
18452,21.0,8,framestack_k8,1
18452,24.0,8,framestack_k8,1
18452,13.0,8,framestack_k8,1
18464,38.0,8,framestack_k8,1
18496,10.0,8,framestack_k8,1
18632,41.0,8,framestack_k8,1
18640,35.0,8,framestack_k8,1
18648,48.0,8,framestack_k8,1
18688,13.0,8,framestack_k8,1
18692,59.0,8,framestack_k8,1
18740,22.0,8,framestack_k8,1
18780,22.0,8,framestack_k8,1
18800,26.0,8,framestack_k8,1
18856,28.0,8,framestack_k8,1
18896,63.0,8,framestack_k8,1
18924,35.0,8,framestack_k8,1
18928,31.0,8,framestack_k8,1
18980,13.0,8,framestack_k8,1
19016,39.0,8,framestack_k8,1
19024,10.0,8,framestack_k8,1
19108,22.0,8,framestack_k8,1
19220,27.0,8,framestack_k8,1
19228,50.0,8,framestack_k8,1
19240,77.0,8,framestack_k8,1
19264,91.0,8,framestack_k8,1
19344,25.0,8,framestack_k8,1
19352,32.0,8,framestack_k8,1
19356,22.0,8,framestack_k8,1
19408,15.0,8,framestack_k8,1
19432,19.0,8,framestack_k8,1
19468,59.0,8,framestack_k8,1
19500,35.0,8,framestack_k8,1
19524,22.0,8,framestack_k8,1
19552,20.0,8,framestack_k8,1
19616,51.0,8,framestack_k8,1
19624,17.0,8,framestack_k8,1
19688,46.0,8,framestack_k8,1
19692,18.0,8,framestack_k8,1
19692,41.0,8,framestack_k8,1
19732,10.0,8,framestack_k8,1
19752,14.0,8,framestack_k8,1
19788,23.0,8,framestack_k8,1
19792,41.0,8,framestack_k8,1
19804,12.0,8,framestack_k8,1
19908,29.0,8,framestack_k8,1
19928,33.0,8,framestack_k8,1
19936,50.0,8,framestack_k8,1
19956,37.0,8,framestack_k8,1
20056,29.0,8,framestack_k8,1
20080,37.0,8,framestack_k8,1
20104,48.0,8,framestack_k8,1
20108,37.0,8,framestack_k8,1
20156,11.0,8,framestack_k8,1
20176,23.0,8,framestack_k8,1
20256,24.0,8,framestack_k8,1
20260,20.0,8,framestack_k8,1
20272,53.0,8,framestack_k8,1
20372,66.0,8,framestack_k8,1
20384,31.0,8,framestack_k8,1
20392,29.0,8,framestack_k8,1
20404,35.0,8,framestack_k8,1
20504,27.0,8,framestack_k8,1
20568,48.0,8,framestack_k8,1
20636,62.0,8,framestack_k8,1
20640,33.0,8,framestack_k8,1
20684,28.0,8,framestack_k8,1
20712,76.0,8,framestack_k8,1
20744,25.0,8,framestack_k8,1
20792,38.0,8,framestack_k8,1
20832,29.0,8,framestack_k8,1
20868,18.0,8,framestack_k8,1
20984,28.0,8,framestack_k8,1
20984,74.0,8,framestack_k8,1
20996,62.0,8,framestack_k8,1
21032,49.0,8,framestack_k8,1
21068,17.0,8,framestack_k8,1
21068,20.0,8,framestack_k8,1
21076,22.0,8,framestack_k8,1
21152,20.0,8,framestack_k8,1
21200,11.0,8,framestack_k8,1
21204,42.0,8,framestack_k8,1
21248,10.0,8,framestack_k8,1
21264,48.0,8,framestack_k8,1
21272,48.0,8,framestack_k8,1
21356,26.0,8,framestack_k8,1
21420,54.0,8,framestack_k8,1
21444,44.0,8,framestack_k8,1
21480,51.0,8,framestack_k8,1
21484,31.0,8,framestack_k8,1
21576,32.0,8,framestack_k8,1
21580,23.0,8,framestack_k8,1
21624,11.0,8,framestack_k8,1
21640,54.0,8,framestack_k8,1
21680,13.0,8,framestack_k8,1
21708,56.0,8,framestack_k8,1
21720,19.0,8,framestack_k8,1
21752,10.0,8,framestack_k8,1
21784,50.0,8,framestack_k8,1
21840,13.0,8,framestack_k8,1
21876,38.0,8,framestack_k8,1
21900,54.0,8,framestack_k8,1
21940,15.0,8,framestack_k8,1
22020,29.0,8,framestack_k8,1
22044,72.0,8,framestack_k8,1
22048,51.0,8,framestack_k8,1
22072,32.0,8,framestack_k8,1
22204,38.0,8,framestack_k8,1
22240,48.0,8,framestack_k8,1
22252,57.0,8,framestack_k8,1
22284,52.0,8,framestack_k8,1
22320,28.0,8,framestack_k8,1
22380,23.0,8,framestack_k8,1
22388,33.0,8,framestack_k8,1
22444,50.0,8,framestack_k8,1
22484,23.0,8,framestack_k8,1
22528,36.0,8,framestack_k8,1
22544,55.0,8,framestack_k8,1
22592,36.0,8,framestack_k8,1
22608,30.0,8,framestack_k8,1
22612,20.0,8,framestack_k8,1
22756,52.0,8,framestack_k8,1
22808,49.0,8,framestack_k8,1
22812,49.0,8,framestack_k8,1
22888,18.0,8,framestack_k8,1
22920,27.0,8,framestack_k8,1
23012,22.0,8,framestack_k8,1
23016,64.0,8,framestack_k8,1
23068,13.0,8,framestack_k8,1
23072,119.0,8,framestack_k8,1
23092,50.0,8,framestack_k8,1
23140,30.0,8,framestack_k8,1
23168,24.0,8,framestack_k8,1
23204,32.0,8,framestack_k8,1
23244,25.0,8,framestack_k8,1
23260,13.0,8,framestack_k8,1
23280,46.0,8,framestack_k8,1
23336,41.0,8,framestack_k8,1
23356,18.0,8,framestack_k8,1
23392,36.0,8,framestack_k8,1
23404,11.0,8,framestack_k8,1
23408,36.0,8,framestack_k8,1
