step,return,config,seed
4396,57.0,ppo_mlp_mdp,2
4396,26.0,ppo_mlp_mdp,2
4468,20.0,ppo_mlp_mdp,2
4484,21.0,ppo_mlp_mdp,2
4500,25.0,ppo_mlp_mdp,2
4524,13.0,ppo_mlp_mdp,2
4544,64.0,ppo_mlp_mdp,2
4572,21.0,ppo_mlp_mdp,2
4740,48.0,ppo_mlp_mdp,2
4744,60.0,ppo_mlp_mdp,2
4828,63.0,ppo_mlp_mdp,2
4876,87.0,ppo_mlp_mdp,2
4912,42.0,ppo_mlp_mdp,2
5040,40.0,ppo_mlp_mdp,2
5040,73.0,ppo_mlp_mdp,2
5132,22.0,ppo_mlp_mdp,2
5164,62.0,ppo_mlp_mdp,2
5232,47.0,ppo_mlp_mdp,2
5236,101.0,ppo_mlp_mdp,2
5256,22.0,ppo_mlp_mdp,2
5352,23.0,ppo_mlp_mdp,2
5380,61.0,ppo_mlp_mdp,2
5384,37.0,ppo_mlp_mdp,2
5432,48.0,ppo_mlp_mdp,2
5472,29.0,ppo_mlp_mdp,2
5604,54.0,ppo_mlp_mdp,2
5716,70.0,ppo_mlp_mdp,2
5768,40.0,ppo_mlp_mdp,2
5780,76.0,ppo_mlp_mdp,2
5796,19.0,ppo_mlp_mdp,2
5832,112.0,ppo_mlp_mdp,2
5872,22.0,ppo_mlp_mdp,2
5908,27.0,ppo_mlp_mdp,2
5960,47.0,ppo_mlp_mdp,2
5964,32.0,ppo_mlp_mdp,2
6028,29.0,ppo_mlp_mdp,2
6092,31.0,ppo_mlp_mdp,2
6156,48.0,ppo_mlp_mdp,2
6232,89.0,ppo_mlp_mdp,2
6256,24.0,ppo_mlp_mdp,2
6260,57.0,ppo_mlp_mdp,2
6272,44.0,ppo_mlp_mdp,2
6312,19.0,ppo_mlp_mdp,2
6428,42.0,ppo_mlp_mdp,2
6448,46.0,ppo_mlp_mdp,2
6448,33.0,ppo_mlp_mdp,2
6536,21.0,ppo_mlp_mdp,2
6540,66.0,ppo_mlp_mdp,2
6588,34.0,ppo_mlp_mdp,2
6672,33.0,ppo_mlp_mdp,2
6700,39.0,ppo_mlp_mdp,2
6768,23.0,ppo_mlp_mdp,2
6884,28.0,ppo_mlp_mdp,2
6920,54.0,ppo_mlp_mdp,2
6928,84.0,ppo_mlp_mdp,2
7048,154.0,ppo_mlp_mdp,2
7056,42.0,ppo_mlp_mdp,2
7076,36.0,ppo_mlp_mdp,2
7176,24.0,ppo_mlp_mdp,2
7260,20.0,ppo_mlp_mdp,2
7300,60.0,ppo_mlp_mdp,2
7320,67.0,ppo_mlp_mdp,2
7364,110.0,ppo_mlp_mdp,2
7412,22.0,ppo_mlp_mdp,2
7500,59.0,ppo_mlp_mdp,2
7536,30.0,ppo_mlp_mdp,2
7556,63.0,ppo_mlp_mdp,2
7720,45.0,ppo_mlp_mdp,2
7744,60.0,ppo_mlp_mdp,2
7768,52.0,ppo_mlp_mdp,2
7828,14.0,ppo_mlp_mdp,2
7856,122.0,ppo_mlp_mdp,2
7860,28.0,ppo_mlp_mdp,2
7968,27.0,ppo_mlp_mdp,2
8148,106.0,ppo_mlp_mdp,2
8208,86.0,ppo_mlp_mdp,2
8216,61.0,ppo_mlp_mdp,2
8332,45.0,ppo_mlp_mdp,2
8440,57.0,ppo_mlp_mdp,2
8492,68.0,ppo_mlp_mdp,2
8524,20.0,ppo_mlp_mdp,2
8524,173.0,ppo_mlp_mdp,2
8668,83.0,ppo_mlp_mdp,2
8744,62.0,ppo_mlp_mdp,2
8916,97.0,ppo_mlp_mdp,2
8924,63.0,ppo_mlp_mdp,2
8956,107.0,ppo_mlp_mdp,2
8964,54.0,ppo_mlp_mdp,2
9092,33.0,ppo_mlp_mdp,2
9136,52.0,ppo_mlp_mdp,2
9408,78.0,ppo_mlp_mdp,2
9476,127.0,ppo_mlp_mdp,2
9588,112.0,ppo_mlp_mdp,2
9588,167.0,ppo_mlp_mdp,2
9616,51.0,ppo_mlp_mdp,2
9648,14.0,ppo_mlp_mdp,2
9656,16.0,ppo_mlp_mdp,2
9908,72.0,ppo_mlp_mdp,2
10056,99.0,ppo_mlp_mdp,2
10100,112.0,ppo_mlp_mdp,2
10156,169.0,ppo_mlp_mdp,2
10164,63.0,ppo_mlp_mdp,2
10280,55.0,ppo_mlp_mdp,2
10332,57.0,ppo_mlp_mdp,2
10632,74.0,ppo_mlp_mdp,2
10640,89.0,ppo_mlp_mdp,2
10892,183.0,ppo_mlp_mdp,2
10968,200.0,ppo_mlp_mdp,2
11428,198.0,ppo_mlp_mdp,2
11432,197.0,ppo_mlp_mdp,2
11624,48.0,ppo_mlp_mdp,2
11640,167.0,ppo_mlp_mdp,2
11644,187.0,ppo_mlp_mdp,2
11872,56.0,ppo_mlp_mdp,2
12068,110.0,ppo_mlp_mdp,2
12224,197.0,ppo_mlp_mdp,2
12376,183.0,ppo_mlp_mdp,2
12412,85.0,ppo_mlp_mdp,2
12552,81.0,ppo_mlp_mdp,2
12872,249.0,ppo_mlp_mdp,2
13236,214.0,ppo_mlp_mdp,2
13284,182.0,ppo_mlp_mdp,2
13496,155.0,ppo_mlp_mdp,2
13664,312.0,ppo_mlp_mdp,2
13696,102.0,ppo_mlp_mdp,2
13748,127.0,ppo_mlp_mdp,2
13948,112.0,ppo_mlp_mdp,2
14232,120.0,ppo_mlp_mdp,2
14416,179.0,ppo_mlp_mdp,2
14812,144.0,ppo_mlp_mdp,2
14948,249.0,ppo_mlp_mdp,2
15284,117.0,ppo_mlp_mdp,2
15328,415.0,ppo_mlp_mdp,2
15340,230.0,ppo_mlp_mdp,2
15428,35.0,ppo_mlp_mdp,2
15896,236.0,ppo_mlp_mdp,2
15924,148.0,ppo_mlp_mdp,2
16040,152.0,ppo_mlp_mdp,2
16448,137.0,ppo_mlp_mdp,2
16460,279.0,ppo_mlp_mdp,2
16548,126.0,ppo_mlp_mdp,2
17080,154.0,ppo_mlp_mdp,2
17180,182.0,ppo_mlp_mdp,2
17432,376.0,ppo_mlp_mdp,2
17568,121.0,ppo_mlp_mdp,2
17636,271.0,ppo_mlp_mdp,2
18048,119.0,ppo_mlp_mdp,2
18048,216.0,ppo_mlp_mdp,2
18516,270.0,ppo_mlp_mdp,2
18580,235.0,ppo_mlp_mdp,2
18824,193.0,ppo_mlp_mdp,2
19376,331.0,ppo_mlp_mdp,2
19384,200.0,ppo_mlp_mdp,2
19744,89.0,ppo_mlp_mdp,2
19888,342.0,ppo_mlp_mdp,2
20208,345.0,ppo_mlp_mdp,2
20364,118.0,ppo_mlp_mdp,2
20772,348.0,ppo_mlp_mdp,2
20792,145.0,ppo_mlp_mdp,2
20932,34.0,ppo_mlp_mdp,2
20984,154.0,ppo_mlp_mdp,2
21044,324.0,ppo_mlp_mdp,2
21712,194.0,ppo_mlp_mdp,2
21760,246.0,ppo_mlp_mdp,2
21796,187.0,ppo_mlp_mdp,2
22348,137.0,ppo_mlp_mdp,2
22808,261.0,ppo_mlp_mdp,2
22988,500.0,ppo_mlp_mdp,2
23288,234.0,ppo_mlp_mdp,2
23548,458.0,ppo_mlp_mdp,2
23712,180.0,ppo_mlp_mdp,2
23820,252.0,ppo_mlp_mdp,2
24440,287.0,ppo_mlp_mdp,2
24504,170.0,ppo_mlp_mdp,2
25080,341.0,ppo_mlp_mdp,2
25080,159.0,ppo_mlp_mdp,2
25552,500.0,ppo_mlp_mdp,2
25576,267.0,ppo_mlp_mdp,2
26092,252.0,ppo_mlp_mdp,2
26328,187.0,ppo_mlp_mdp,2
26592,259.0,ppo_mlp_mdp,2
26888,198.0,ppo_mlp_mdp,2
27084,188.0,ppo_mlp_mdp,2
27084,500.0,ppo_mlp_mdp,2
27540,236.0,ppo_mlp_mdp,2
27916,207.0,ppo_mlp_mdp,2
28300,303.0,ppo_mlp_mdp,2
28748,301.0,ppo_mlp_mdp,2
28796,219.0,ppo_mlp_mdp,2
28820,129.0,ppo_mlp_mdp,2
28892,500.0,ppo_mlp_mdp,2
29452,157.0,ppo_mlp_mdp,2
29648,212.0,ppo_mlp_mdp,2
29788,259.0,ppo_mlp_mdp,2
30168,178.0,ppo_mlp_mdp,2
30232,145.0,ppo_mlp_mdp,2
30284,347.0,ppo_mlp_mdp,2
30492,175.0,ppo_mlp_mdp,2
30820,146.0,ppo_mlp_mdp,2
31168,220.0,ppo_mlp_mdp,2
31388,304.0,ppo_mlp_mdp,2
31436,235.0,ppo_mlp_mdp,2
31812,160.0,ppo_mlp_mdp,2
31836,99.0,ppo_mlp_mdp,2
31916,273.0,ppo_mlp_mdp,2
31988,149.0,ppo_mlp_mdp,2
32392,138.0,ppo_mlp_mdp,2
32748,233.0,ppo_mlp_mdp,2
33092,174.0,ppo_mlp_mdp,2
33148,289.0,ppo_mlp_mdp,2
33420,167.0,ppo_mlp_mdp,2
33560,410.0,ppo_mlp_mdp,2
33688,148.0,ppo_mlp_mdp,2
34268,279.0,ppo_mlp_mdp,2
34276,178.0,ppo_mlp_mdp,2
34416,248.0,ppo_mlp_mdp,2
35136,216.0,ppo_mlp_mdp,2
35304,256.0,ppo_mlp_mdp,2
35408,429.0,ppo_mlp_mdp,2
35416,69.0,ppo_mlp_mdp,2
35544,281.0,ppo_mlp_mdp,2
36088,167.0,ppo_mlp_mdp,2
36496,237.0,ppo_mlp_mdp,2
36536,307.0,ppo_mlp_mdp,2
36884,198.0,ppo_mlp_mdp,2
37132,158.0,ppo_mlp_mdp,2
37412,500.0,ppo_mlp_mdp,2
37476,147.0,ppo_mlp_mdp,2
37624,271.0,ppo_mlp_mdp,2
37712,144.0,ppo_mlp_mdp,2
38220,201.0,ppo_mlp_mdp,2
38280,200.0,ppo_mlp_mdp,2
38312,149.0,ppo_mlp_mdp,2
38808,146.0,ppo_mlp_mdp,2
38920,159.0,ppo_mlp_mdp,2
39472,165.0,ppo_mlp_mdp,2
39572,314.0,ppo_mlp_mdp,2
39628,500.0,ppo_mlp_mdp,2
40140,166.0,ppo_mlp_mdp,2
40528,401.0,ppo_mlp_mdp,2
40636,251.0,ppo_mlp_mdp,2
40748,293.0,ppo_mlp_mdp,2
41340,202.0,ppo_mlp_mdp,2
41392,312.0,ppo_mlp_mdp,2
41396,189.0,ppo_mlp_mdp,2
41708,239.0,ppo_mlp_mdp,2
42116,180.0,ppo_mlp_mdp,2
42188,197.0,ppo_mlp_mdp,2
42476,191.0,ppo_mlp_mdp,2
42548,301.0,ppo_mlp_mdp,2
42648,132.0,ppo_mlp_mdp,2
42964,193.0,ppo_mlp_mdp,2
43000,130.0,ppo_mlp_mdp,2
43388,184.0,ppo_mlp_mdp,2
43528,140.0,ppo_mlp_mdp,2
43640,159.0,ppo_mlp_mdp,2
43832,320.0,ppo_mlp_mdp,2
44280,187.0,ppo_mlp_mdp,2
44520,171.0,ppo_mlp_mdp,2
44656,33.0,ppo_mlp_mdp,2
44676,321.0,ppo_mlp_mdp,2
45088,201.0,ppo_mlp_mdp,2
45416,184.0,ppo_mlp_mdp,2
45612,130.0,ppo_mlp_mdp,2
45644,500.0,ppo_mlp_mdp,2
46160,375.0,ppo_mlp_mdp,2
46264,154.0,ppo_mlp_mdp,2
46380,191.0,ppo_mlp_mdp,2
46408,247.0,ppo_mlp_mdp,2
46752,121.0,ppo_mlp_mdp,2
46792,157.0,ppo_mlp_mdp,2
47292,220.0,ppo_mlp_mdp,2
47328,133.0,ppo_mlp_mdp,2
47668,321.0,ppo_mlp_mdp,2
47892,284.0,ppo_mlp_mdp,2
48444,193.0,ppo_mlp_mdp,2
48552,164.0,ppo_mlp_mdp,2
48716,355.0,ppo_mlp_mdp,2
49036,426.0,ppo_mlp_mdp,2
49168,153.0,ppo_mlp_mdp,2
49368,162.0,ppo_mlp_mdp,2
49412,241.0,ppo_mlp_mdp,2
49868,207.0,ppo_mlp_mdp,2
49952,145.0,ppo_mlp_mdp,2
50120,176.0,ppo_mlp_mdp,2
50228,264.0,ppo_mlp_mdp,2
50436,141.0,ppo_mlp_mdp,2
50552,149.0,ppo_mlp_mdp,2
50568,84.0,ppo_mlp_mdp,2
50668,136.0,ppo_mlp_mdp,2
51208,134.0,ppo_mlp_mdp,2
51216,161.0,ppo_mlp_mdp,2
51316,219.0,ppo_mlp_mdp,2
51332,194.0,ppo_mlp_mdp,2
51860,160.0,ppo_mlp_mdp,2
51980,165.0,ppo_mlp_mdp,2
52024,203.0,ppo_mlp_mdp,2
52652,197.0,ppo_mlp_mdp,2
52712,344.0,ppo_mlp_mdp,2
52976,237.0,ppo_mlp_mdp,2
53024,260.0,ppo_mlp_mdp,2
53444,197.0,ppo_mlp_mdp,2
53520,135.0,ppo_mlp_mdp,2
53696,167.0,ppo_mlp_mdp,2
53868,288.0,ppo_mlp_mdp,2
54208,127.0,ppo_mlp_mdp,2
54396,237.0,ppo_mlp_mdp,2
54840,242.0,ppo_mlp_mdp,2
55444,480.0,ppo_mlp_mdp,2
55492,273.0,ppo_mlp_mdp,2
55504,323.0,ppo_mlp_mdp,2
56396,388.0,ppo_mlp_mdp,2
56572,269.0,ppo_mlp_mdp,2
57448,500.0,ppo_mlp_mdp,2
57508,500.0,ppo_mlp_mdp,2
57564,247.0,ppo_mlp_mdp,2
57652,313.0,ppo_mlp_mdp,2
58200,172.0,ppo_mlp_mdp,2
58276,206.0,ppo_mlp_mdp,2
59156,375.0,ppo_mlp_mdp,2
59568,500.0,ppo_mlp_mdp,2
59784,156.0,ppo_mlp_mdp,2
59828,406.0,ppo_mlp_mdp,2
59960,420.0,ppo_mlp_mdp,2
60620,262.0,ppo_mlp_mdp,2
60976,286.0,ppo_mlp_mdp,2
61404,360.0,ppo_mlp_mdp,2
61788,500.0,ppo_mlp_mdp,2
62256,319.0,ppo_mlp_mdp,2
62532,68.0,ppo_mlp_mdp,2
62540,283.0,ppo_mlp_mdp,2
62624,500.0,ppo_mlp_mdp,2
62644,213.0,ppo_mlp_mdp,2
63536,250.0,ppo_mlp_mdp,2
63628,250.0,ppo_mlp_mdp,2
63640,248.0,ppo_mlp_mdp,2
64244,176.0,ppo_mlp_mdp,2
64516,493.0,ppo_mlp_mdp,2
