step,return,config,seed
60,15.0,ppo_mlp_mdp,1
108,27.0,ppo_mlp_mdp,1
116,29.0,ppo_mlp_mdp,1
124,31.0,ppo_mlp_mdp,1
152,22.0,ppo_mlp_mdp,1
164,11.0,ppo_mlp_mdp,1
172,11.0,ppo_mlp_mdp,1
196,21.0,ppo_mlp_mdp,1
220,11.0,ppo_mlp_mdp,1
228,18.0,ppo_mlp_mdp,1
264,24.0,ppo_mlp_mdp,1
296,16.0,ppo_mlp_mdp,1
336,28.0,ppo_mlp_mdp,1
344,19.0,ppo_mlp_mdp,1
356,14.0,ppo_mlp_mdp,1
356,39.0,ppo_mlp_mdp,1
400,10.0,ppo_mlp_mdp,1
408,15.0,ppo_mlp_mdp,1
424,21.0,ppo_mlp_mdp,1
472,17.0,ppo_mlp_mdp,1
496,17.0,ppo_mlp_mdp,1
520,40.0,ppo_mlp_mdp,1
560,37.0,ppo_mlp_mdp,1
572,24.0,ppo_mlp_mdp,1
600,25.0,ppo_mlp_mdp,1
612,12.0,ppo_mlp_mdp,1
660,34.0,ppo_mlp_mdp,1
688,21.0,ppo_mlp_mdp,1
700,31.0,ppo_mlp_mdp,1
724,15.0,ppo_mlp_mdp,1
760,14.0,ppo_mlp_mdp,1
768,19.0,ppo_mlp_mdp,1
820,23.0,ppo_mlp_mdp,1
824,13.0,ppo_mlp_mdp,1
868,11.0,ppo_mlp_mdp,1
880,13.0,ppo_mlp_mdp,1
880,66.0,ppo_mlp_mdp,1
900,34.0,ppo_mlp_mdp,1
932,12.0,ppo_mlp_mdp,1
952,20.0,ppo_mlp_mdp,1
956,18.0,ppo_mlp_mdp,1
992,22.0,ppo_mlp_mdp,1
1060,16.0,ppo_mlp_mdp,1
1064,27.0,ppo_mlp_mdp,1
1120,13.0,ppo_mlp_mdp,1
1136,50.0,ppo_mlp_mdp,1
1144,20.0,ppo_mlp_mdp,1
1212,18.0,ppo_mlp_mdp,1
1240,70.0,ppo_mlp_mdp,1
1252,26.0,ppo_mlp_mdp,1
1276,38.0,ppo_mlp_mdp,1
1280,16.0,ppo_mlp_mdp,1
1304,15.0,ppo_mlp_mdp,1
1340,21.0,ppo_mlp_mdp,1
1356,19.0,ppo_mlp_mdp,1
1404,30.0,ppo_mlp_mdp,1
1412,26.0,ppo_mlp_mdp,1
1428,17.0,ppo_mlp_mdp,1
1452,27.0,ppo_mlp_mdp,1
1472,14.0,ppo_mlp_mdp,1
1476,17.0,ppo_mlp_mdp,1
1524,17.0,ppo_mlp_mdp,1
1536,26.0,ppo_mlp_mdp,1
1576,25.0,ppo_mlp_mdp,1
1616,22.0,ppo_mlp_mdp,1
1660,30.0,ppo_mlp_mdp,1
1680,25.0,ppo_mlp_mdp,1
1684,51.0,ppo_mlp_mdp,1
1700,20.0,ppo_mlp_mdp,1
1712,12.0,ppo_mlp_mdp,1
1788,25.0,ppo_mlp_mdp,1
1792,19.0,ppo_mlp_mdp,1
1796,28.0,ppo_mlp_mdp,1
1868,18.0,ppo_mlp_mdp,1
1908,29.0,ppo_mlp_mdp,1
1968,14.0,ppo_mlp_mdp,1
2000,74.0,ppo_mlp_mdp,1
2000,50.0,ppo_mlp_mdp,1
2052,45.0,ppo_mlp_mdp,1
2076,18.0,ppo_mlp_mdp,1
2108,13.0,ppo_mlp_mdp,1
2168,22.0,ppo_mlp_mdp,1
2212,25.0,ppo_mlp_mdp,1
2252,70.0,ppo_mlp_mdp,1
2308,34.0,ppo_mlp_mdp,1
2324,17.0,ppo_mlp_mdp,1
2332,82.0,ppo_mlp_mdp,1
2364,37.0,ppo_mlp_mdp,1
2436,17.0,ppo_mlp_mdp,1
2448,34.0,ppo_mlp_mdp,1
2472,36.0,ppo_mlp_mdp,1
2476,35.0,ppo_mlp_mdp,1
2524,18.0,ppo_mlp_mdp,1
2540,15.0,ppo_mlp_mdp,1
2544,26.0,ppo_mlp_mdp,1
2548,18.0,ppo_mlp_mdp,1
2568,10.0,ppo_mlp_mdp,1
2640,22.0,ppo_mlp_mdp,1
2652,26.0,ppo_mlp_mdp,1
2684,28.0,ppo_mlp_mdp,1
2720,16.0,ppo_mlp_mdp,1
2732,22.0,ppo_mlp_mdp,1
2788,61.0,ppo_mlp_mdp,1
2792,14.0,ppo_mlp_mdp,1
2808,21.0,ppo_mlp_mdp,1
2948,34.0,ppo_mlp_mdp,1
2968,70.0,ppo_mlp_mdp,1
3004,13.0,ppo_mlp_mdp,1
3020,57.0,ppo_mlp_mdp,1
3032,59.0,ppo_mlp_mdp,1
3064,14.0,ppo_mlp_mdp,1
3096,31.0,ppo_mlp_mdp,1
3148,12.0,ppo_mlp_mdp,1
3168,33.0,ppo_mlp_mdp,1
3176,38.0,ppo_mlp_mdp,1
3188,30.0,ppo_mlp_mdp,1
3248,24.0,ppo_mlp_mdp,1
3252,18.0,ppo_mlp_mdp,1
3264,18.0,ppo_mlp_mdp,1
3332,19.0,ppo_mlp_mdp,1
3340,42.0,ppo_mlp_mdp,1
3344,23.0,ppo_mlp_mdp,1
3364,24.0,ppo_mlp_mdp,1
3408,16.0,ppo_mlp_mdp,1
3464,32.0,ppo_mlp_mdp,1
3496,37.0,ppo_mlp_mdp,1
3520,38.0,ppo_mlp_mdp,1
3564,24.0,ppo_mlp_mdp,1
3572,18.0,ppo_mlp_mdp,1
3600,8.0,ppo_mlp_mdp,1
3652,32.0,ppo_mlp_mdp,1
3664,15.0,ppo_mlp_mdp,1
3664,22.0,ppo_mlp_mdp,1
3672,65.0,ppo_mlp_mdp,1
3748,20.0,ppo_mlp_mdp,1
3768,28.0,ppo_mlp_mdp,1
3828,40.0,ppo_mlp_mdp,1
3832,39.0,ppo_mlp_mdp,1
3860,27.0,ppo_mlp_mdp,1
3880,27.0,ppo_mlp_mdp,1
3940,27.0,ppo_mlp_mdp,1
3948,28.0,ppo_mlp_mdp,1
4020,19.0,ppo_mlp_mdp,1
4044,40.0,ppo_mlp_mdp,1
4052,25.0,ppo_mlp_mdp,1
4120,64.0,ppo_mlp_mdp,1
4196,37.0,ppo_mlp_mdp,1
4200,36.0,ppo_mlp_mdp,1
4268,61.0,ppo_mlp_mdp,1
4276,19.0,ppo_mlp_mdp,1
4312,47.0,ppo_mlp_mdp,1
4320,29.0,ppo_mlp_mdp,1
4388,27.0,ppo_mlp_mdp,1
4412,22.0,ppo_mlp_mdp,1
4436,30.0,ppo_mlp_mdp,1
4440,42.0,ppo_mlp_mdp,1
4508,23.0,ppo_mlp_mdp,1
4520,20.0,ppo_mlp_mdp,1
4568,14.0,ppo_mlp_mdp,1
4616,56.0,ppo_mlp_mdp,1
4672,25.0,ppo_mlp_mdp,1
4708,22.0,ppo_mlp_mdp,1
4712,67.0,ppo_mlp_mdp,1
4820,26.0,ppo_mlp_mdp,1
4864,85.0,ppo_mlp_mdp,1
4888,16.0,ppo_mlp_mdp,1
4912,59.0,ppo_mlp_mdp,1
4936,56.0,ppo_mlp_mdp,1
5016,37.0,ppo_mlp_mdp,1
5088,43.0,ppo_mlp_mdp,1
5164,56.0,ppo_mlp_mdp,1
