step,return,config,seed
52,13.0,ppo_framestack_pomdp,1
56,14.0,ppo_framestack_pomdp,1
56,14.0,ppo_framestack_pomdp,1
96,24.0,ppo_framestack_pomdp,1
116,14.0,ppo_framestack_pomdp,1
132,19.0,ppo_framestack_pomdp,1
156,24.0,ppo_framestack_pomdp,1
160,15.0,ppo_framestack_pomdp,1
184,12.0,ppo_framestack_pomdp,1
204,21.0,ppo_framestack_pomdp,1
228,16.0,ppo_framestack_pomdp,1
288,20.0,ppo_framestack_pomdp,1
300,17.0,ppo_framestack_pomdp,1
320,40.0,ppo_framestack_pomdp,1
348,11.0,ppo_framestack_pomdp,1
388,24.0,ppo_framestack_pomdp,1
400,19.0,ppo_framestack_pomdp,1
404,54.0,ppo_framestack_pomdp,1
480,18.0,ppo_framestack_pomdp,1
480,22.0,ppo_framestack_pomdp,1
540,14.0,ppo_framestack_pomdp,1
552,50.0,ppo_framestack_pomdp,1
552,17.0,ppo_framestack_pomdp,1
604,12.0,ppo_framestack_pomdp,1
632,19.0,ppo_framestack_pomdp,1
672,9.0,ppo_framestack_pomdp,1
692,21.0,ppo_framestack_pomdp,1
744,85.0,ppo_framestack_pomdp,1
776,25.0,ppo_framestack_pomdp,1
780,59.0,ppo_framestack_pomdp,1
804,14.0,ppo_framestack_pomdp,1
856,40.0,ppo_framestack_pomdp,1
868,21.0,ppo_framestack_pomdp,1
896,29.0,ppo_framestack_pomdp,1
956,14.0,ppo_framestack_pomdp,1
992,33.0,ppo_framestack_pomdp,1
1024,16.0,ppo_framestack_pomdp,1
1052,14.0,ppo_framestack_pomdp,1
1064,64.0,ppo_framestack_pomdp,1
1108,13.0,ppo_framestack_pomdp,1
1128,25.0,ppo_framestack_pomdp,1
1160,23.0,ppo_framestack_pomdp,1
1168,14.0,ppo_framestack_pomdp,1
1224,15.0,ppo_framestack_pomdp,1
1244,18.0,ppo_framestack_pomdp,1
1288,104.0,ppo_framestack_pomdp,1
1300,18.0,ppo_framestack_pomdp,1
1308,44.0,ppo_framestack_pomdp,1
1308,15.0,ppo_framestack_pomdp,1
1344,10.0,ppo_framestack_pomdp,1
1352,10.0,ppo_framestack_pomdp,1
1360,12.0,ppo_framestack_pomdp,1
1380,22.0,ppo_framestack_pomdp,1
1404,12.0,ppo_framestack_pomdp,1
1432,17.0,ppo_framestack_pomdp,1
