step,ep_rew_mean,ep_len_mean,config,seed
268288,0.5495673999999999,5.03,recurrent,1
270336,0.46224903999999994,4.63,recurrent,1
272384,0.45268987999999993,4.57,recurrent,1
274432,0.50041231,4.95,recurrent,1
276480,0.54063271,4.81,recurrent,1
278528,0.55055927,4.75,recurrent,1
280576,0.49066943,4.76,recurrent,1
282624,0.48195517000000004,4.82,recurrent,1
284672,0.56879597,5.4,recurrent,1
286720,0.49100005,5.37,recurrent,1
288768,0.44125719,5.84,recurrent,1
290816,0.50901636,5.91,recurrent,1
292864,0.52070615,5.02,recurrent,1
294912,0.44052251,5.32,recurrent,1
296960,0.44122047000000003,4.86,recurrent,1
299008,0.43000822,5.74,recurrent,1
301056,0.47015513,5.69,recurrent,1
303104,0.39221229,5.1,recurrent,1
305152,0.47155104999999997,5.06,recurrent,1
307200,0.46133069000000004,5.05,recurrent,1
309248,0.56883269,5.7,recurrent,1
311296,0.49956741,5.06,recurrent,1
313344,0.50044905,5.37,recurrent,1
315392,0.5103388200000001,4.93,recurrent,1
317440,0.50122044,4.77,recurrent,1
319488,0.53118373,4.44,recurrent,1
321536,0.51114699,4.68,recurrent,1
323584,0.50140415,4.59,recurrent,1
325632,0.51000821,5.05,recurrent,1
327680,0.54004497,4.84,recurrent,1
329728,0.47221232,4.35,recurrent,1
331776,0.46254291,4.58,recurrent,1
333824,0.45276332,4.49,recurrent,1
335872,0.48191844999999994,4.5,recurrent,1
337920,0.4422123000000001,4.56,recurrent,1
339968,0.45166125,5.06,recurrent,1
342016,0.4619551499999999,4.67,recurrent,1
344064,0.45224900999999995,4.69,recurrent,1
346112,0.44268985,4.42,recurrent,1
348160,0.550596,4.78,recurrent,1
350208,0.49147762,4.74,recurrent,1
352256,0.42243269,4.59,recurrent,1
354304,0.56997152,4.92,recurrent,1
356352,0.38342452,4.84,recurrent,1
358400,0.5604490099999999,4.52,recurrent,1
360448,0.46210208999999997,4.54,recurrent,1
362496,0.53092659,4.66,recurrent,1
364544,0.46217557,4.38,recurrent,1
366592,0.46217557,4.53,recurrent,1
368640,0.43257967,4.65,recurrent,1
370688,0.50140414,4.65,recurrent,1
372736,0.4719183900000001,4.53,recurrent,1
374784,0.48173473,4.76,recurrent,1
376832,0.49144087999999997,4.8,recurrent,1
378880,0.50140412,4.64,recurrent,1
380928,0.5206694100000001,4.85,recurrent,1
382976,0.5991265800000001,5.13,recurrent,1
385024,0.48118373,4.87,recurrent,1
387072,0.47144085999999996,4.84,recurrent,1
389120,0.45173473999999997,4.92,recurrent,1
391168,0.46155108000000006,4.84,recurrent,1
393216,0.54008165,4.92,recurrent,1
395264,0.43268984000000005,4.66,recurrent,1
397312,0.51920004,5.24,recurrent,1
399360,0.48114694999999996,4.75,recurrent,1
401408,0.45122042000000007,5.13,recurrent,1
