step,ep_rew_mean,ep_len_mean,config,seed
237568,0.52894289,5.57,recurrent,3
239616,0.5002286300000001,5.26,recurrent,3
241664,0.44158783000000007,5.55,recurrent,3
243712,0.53986126,5.07,recurrent,3
245760,0.47088986,5.09,recurrent,3
247808,0.49088984000000013,5.06,recurrent,3
249856,0.5296041400000001,5.1,recurrent,3
251904,0.49030211,5.15,recurrent,3
253952,0.559347,5.24,recurrent,3
256000,0.48666538000000004,6.35,recurrent,3
258048,0.45953065000000004,5.63,recurrent,3
260096,0.49975109,5.43,recurrent,3
262144,0.46140413,5.23,recurrent,3
264192,0.48008169,5.37,recurrent,3
266240,0.54908984,5.47,recurrent,3
268288,0.50993476,5.4,recurrent,3
270336,0.4409633,5.47,recurrent,3
272384,0.55864904,5.52,recurrent,3
274432,0.5794939600000001,5.15,recurrent,3
276480,0.5400449800000001,5.01,recurrent,3
278528,0.49052249,5.21,recurrent,3
280576,0.47081635000000005,5.27,recurrent,3
282624,0.48118374,5.07,recurrent,3
284672,0.5589796800000001,5.24,recurrent,3
286720,0.56901641,5.13,recurrent,3
288768,0.6285021500000001,4.88,recurrent,3
290816,0.5102286500000001,4.93,recurrent,3
292864,0.47133069,5.22,recurrent,3
294912,0.45037558000000005,5.52,recurrent,3
296960,0.51993476,5.44,recurrent,3
299008,0.50982452,5.2,recurrent,3
301056,0.49055924000000006,5.27,recurrent,3
303104,0.59835518,5.18,recurrent,3
305152,0.55762047,5.64,recurrent,3
307200,0.5105592900000001,5.37,recurrent,3
309248,0.5497878300000001,5.74,recurrent,3
311296,0.45125719000000003,5.32,recurrent,3
313344,0.53037559,4.99,recurrent,3
315392,0.51986131,5.4,recurrent,3
317440,0.50070619,5.05,recurrent,3
319488,0.46111024,5.17,recurrent,3
321536,0.49052254000000006,5.43,recurrent,3
323584,0.49026537000000003,5.52,recurrent,3
325632,0.46008169000000004,5.29,recurrent,3
327680,0.42074289,5.35,recurrent,3
329728,0.4614041000000001,4.82,recurrent,3
331776,0.48960414999999996,5.41,recurrent,3
333824,0.40188168999999996,5.42,recurrent,3
335872,0.5302653700000001,5.06,recurrent,3
337920,0.53956737,5.09,recurrent,3
339968,0.45162452999999997,5.15,recurrent,3
342016,0.5204123100000001,5.09,recurrent,3
344064,0.46140412,5.15,recurrent,3
346112,0.43199191000000003,5.0,recurrent,3
348160,0.51063272,5.19,recurrent,3
350208,0.48085315,4.98,recurrent,3
352256,0.4422123,4.89,recurrent,3
354304,0.53964088,5.09,recurrent,3
356352,0.60883271,4.84,recurrent,3
358400,0.49059599,4.97,recurrent,3
360448,0.48100005,4.96,recurrent,3
362496,0.47129394,4.84,recurrent,3
364544,0.51081641,4.76,recurrent,3
366592,0.4317714900000001,4.96,recurrent,3
368640,0.4810000800000001,5.18,recurrent,3
370688,0.50026537,5.17,recurrent,3
372736,0.42199189000000004,4.98,recurrent,3
374784,0.49008167,5.2,recurrent,3
376832,0.48066941999999996,5.48,recurrent,3
378880,0.48953067000000006,5.28,recurrent,3
380928,0.44177146,4.95,recurrent,3
382976,0.5449755700000001,6.24,recurrent,3
385024,0.48085312,5.2,recurrent,3
387072,0.50077964,4.92,recurrent,3
389120,0.53978784,5.1,recurrent,3
391168,0.55008168,4.85,recurrent,3
393216,0.49092660000000005,4.93,recurrent,3
395264,0.500449,5.06,recurrent,3
397312,0.5203755900000001,4.98,recurrent,3
399360,0.47077962,5.07,recurrent,3
401408,0.53894289,6.01,recurrent,3
