step,ep_rew_mean,ep_len_mean,config,seed
153600,0.54787761,5.5,framestack,2
155648,0.45158782,5.14,framestack,2
157696,0.53063273,5.27,framestack,2
159744,0.52066945,4.77,framestack,2
161792,0.49842858999999995,5.8,framestack,2
163840,0.48210211000000003,4.72,framestack,2
165888,0.5088326799999999,5.27,framestack,2
167936,0.45210208,4.74,framestack,2
169984,0.44173475,5.12,framestack,2
172032,0.43246938999999995,4.71,framestack,2
174080,0.47136739000000005,4.68,framestack,2
176128,0.55030209,4.69,framestack,2
178176,0.4609266,5.41,framestack,2
180224,0.49114700999999994,4.66,framestack,2
182272,0.50063268,4.67,framestack,2
184320,0.47210207000000004,4.57,framestack,2
186368,0.42280002999999994,4.56,framestack,2
188416,0.5407062100000001,4.59,framestack,2
190464,0.5502653700000001,4.61,framestack,2
192512,0.53081639,4.55,framestack,2
194560,0.5012939399999999,4.52,framestack,2
196608,0.53122046,4.42,framestack,2
198656,0.51122044,4.47,framestack,2
200704,0.41235924999999995,4.71,framestack,2
202752,0.47191841,4.53,framestack,2
204800,0.5607061600000001,4.38,framestack,2
206848,0.51088982,4.62,framestack,2
208896,0.45239598000000003,4.59,framestack,2
210944,0.54026536,4.84,framestack,2
212992,0.45217556999999997,4.61,framestack,2
215040,0.51144092,5.04,framestack,2
217088,0.39382865,4.45,framestack,2
219136,0.46213884000000005,4.73,framestack,2
221184,0.5311102600000001,4.38,framestack,2
223232,0.37342454,5.03,framestack,2
225280,0.56070621,4.51,framestack,2
227328,0.50133066,4.68,framestack,2
229376,0.46166125999999996,4.83,framestack,2
231424,0.5607061799999999,4.73,framestack,2
233472,0.54916333,5.03,framestack,2
235520,0.49088984999999996,4.68,framestack,2
237568,0.4917347199999999,4.51,framestack,2
239616,0.54982453,4.75,framestack,2
241664,0.5211469799999999,4.55,framestack,2
243712,0.4522122900000001,4.48,framestack,2
245760,0.4032408599999999,4.53,framestack,2
247808,0.5209633,4.71,framestack,2
249856,0.43199185000000007,4.5,framestack,2
251904,0.49133067,4.63,framestack,2
253952,0.56044904,4.49,framestack,2
256000,0.47169799000000007,4.69,framestack,2
258048,0.55022863,4.59,framestack,2
260096,0.51169803,4.41,framestack,2
262144,0.5013306200000001,4.48,framestack,2
264192,0.51048576,4.7,framestack,2
266240,0.4323592200000001,4.75,framestack,2
268288,0.43261636,4.63,framestack,2
270336,0.4227633,4.48,framestack,2
272384,0.49092658,4.78,framestack,2
274432,0.52103677,4.87,framestack,2
276480,0.5503021199999999,4.48,framestack,2
278528,0.48162453,4.74,framestack,2
280576,0.52074289,4.79,framestack,2
282624,0.46239595,4.45,framestack,2
284672,0.5111102799999999,4.66,framestack,2
286720,0.49173474000000006,4.44,framestack,2
288768,0.49206536000000006,4.42,framestack,2
290816,0.5603755500000001,4.68,framestack,2
292864,0.5018082299999999,4.32,framestack,2
294912,0.4918449600000001,4.55,framestack,2
296960,0.43280006,4.44,framestack,2
299008,0.52081636,4.82,framestack,2
301056,0.5211837500000001,4.53,framestack,2
303104,0.53111023,4.44,framestack,2
305152,0.44287351999999996,4.29,framestack,2
307200,0.5411837499999999,4.35,framestack,2
309248,0.46228581999999996,4.47,framestack,2
311296,0.52129393,4.45,framestack,2
313344,0.4414409000000001,4.9,framestack,2
315392,0.5112571800000001,4.61,framestack,2
317440,0.5020653799999999,4.38,framestack,2
319488,0.43276331,4.56,framestack,2
321536,0.4518449500000001,4.67,framestack,2
323584,0.39276327,4.64,framestack,2
325632,0.4424694,4.51,framestack,2
327680,0.50111024,4.6,framestack,2
329728,0.47180822999999994,4.71,framestack,2
331776,0.35423267,4.46,framestack,2
333824,0.52096334,4.73,framestack,2
335872,0.42235923,4.71,framestack,2
337920,0.44232247999999996,4.56,framestack,2
339968,0.51144086,4.51,framestack,2
342016,0.50122045,4.48,framestack,2
344064,0.52092659,4.72,framestack,2
346112,0.5408164,4.65,framestack,2
348160,0.44265308999999997,4.47,framestack,2
350208,0.4035714799999999,4.37,framestack,2
352256,0.49118373,4.46,framestack,2
354304,0.4130204500000001,4.5,framestack,2
356352,0.39353475000000004,4.44,framestack,2
358400,0.4330939500000001,4.57,framestack,2
360448,0.39235921999999995,4.8,framestack,2
362496,0.50133069,4.43,framestack,2
364544,0.46199188,4.54,framestack,2
366592,0.45217556999999997,4.75,framestack,2
368640,0.53118376,4.42,framestack,2
370688,0.58004497,4.6,framestack,2
372736,0.53103682,4.61,framestack,2
374784,0.46224903999999994,4.69,framestack,2
376832,0.49107352,4.58,framestack,2
378880,0.48173473,4.73,framestack,2
380928,0.56111033,4.48,framestack,2
382976,0.53971436,4.83,framestack,2
385024,0.4712939,4.73,framestack,2
387072,0.45268986,4.44,framestack,2
389120,0.54085317,4.52,framestack,2
391168,0.48166128999999996,4.45,framestack,2
393216,0.50044904,4.86,framestack,2
395264,0.48173477000000003,4.54,framestack,2
397312,0.53077965,4.64,framestack,2
399360,0.5798980499999999,4.68,framestack,2
401408,0.5211837500000001,4.58,framestack,2
